#keggName_to_taxonName	Bacteroides reticulotermitis	Bacteroidaceae bacterium HV4-6-C5C	Prevotella oryzae	Prevotella paludivivens	Desulfovibrio legallii	Pseudoclavibacter soli	Acidipropionibacterium jensenii	Lactobacillus brevis	Lactobacillus paracasei	Lactobacillus curvatus	Lactobacillus fuchuensis	Lactobacillus sakei	Clostridium kluyveri	Clostridium luticellarii	Clostridium tyrobutyricum	Clostridium sp. JN500901	Clostridium sp. KNHs216	Clostridium sp. W14A	Faecalicatena fissicatena	Oscillibacter sp. CAG:155	Oscillibacter ruminantium	Oscillibacter valericigenes	Oscillibacter sp. 1-3	Oscillibacter sp. PC13	Desulfitobacterium hafniense	Caproiciproducens galactitolivorans	Caproiciproducens sp. NJN-50	Marasmitruncus massiliensis	Pseudoflavonifractor sp. Marseille-P3106	Ruminococcaceae bacterium HV4-5-B5C	Clostridiales bacterium	Methanobacterium congolense	Methanobacterium paludis
K03338 5-dehydro-2-deoxygluconokinase [EC:2.7.1.92]	0	0	0	0	0	0	22	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
K03346 replication initiation and membrane attachment protein	0	0	0	0	0	0	0	12	13	3	1	166	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
K03365 cytosine/creatinine deaminase [EC:3.5.4.1 3.5.4.21]	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	68	0
K03366 meso-butanediol dehydrogenase / (S,S)-butanediol dehydrogenase / diacetyl reductase [EC:1.1.1.- 1.1.1.76 1.1.1.304]	0	0	0	0	0	0	0	47	0	0	0	29	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
K03367 D-alanine--poly(phosphoribitol) ligase subunit 1 [EC:6.1.1.13]	0	0	0	0	0	0	0	2	0	36	0	31	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
K03386 peroxiredoxin (alkyl hydroperoxide reductase subunit C) [EC:1.11.1.15]	0	0	0	0	0	0	0	0	0	0	0	0	47	0	0	0	0	0	0	0	0	84	0	0	0	0	0	0	0	0	0	0	2
K03387 alkyl hydroperoxide reductase subunit F [EC:1.6.4.-]	0	1	0	0	0	0	8	0	0	0	0	0	554	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
K03388 heterodisulfide reductase subunit A2 [EC:1.8.7.3 1.8.98.4 1.8.98.5 1.8.98.6]	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	96
K03389 heterodisulfide reductase subunit B2 [EC:1.8.7.3 1.8.98.4 1.8.98.5 1.8.98.6]	0	0	0	0	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4
K03390 heterodisulfide reductase subunit C2 [EC:1.8.7.3 1.8.98.4 1.8.98.5 1.8.98.6]	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	40	0
K03394 precorrin-2/cobalt-factor-2 C20-methyltransferase [EC:2.1.1.130 2.1.1.151]	0	0	0	0	0	0	19	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	98	61
K03399 cobalt-precorrin-7 (C5)-methyltransferase [EC:2.1.1.289]	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	27	71
K03402 transcriptional regulator of arginine metabolism	0	0	0	0	0	0	2	7	6	5	0	76	135	0	0	0	0	0	0	0	0	2	0	0	0	0	12	0	0	0	0	0	0
K03404 magnesium chelatase subunit D [EC:6.6.1.1]	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	127	92
K03406 methyl-accepting chemotaxis protein	0	0	0	0	2	0	0	0	0	0	0	0	2893	0	0	0	0	0	0	0	0	472	0	0	0	0	123	0	0	0	0	0	0
K03407 two-component system, chemotaxis family, sensor kinase CheA [EC:2.7.13.3]	0	0	0	0	0	0	0	0	0	0	0	0	959	0	0	0	0	0	0	0	0	284	0	0	0	0	13	0	0	0	0	0	0
K03408 purine-binding chemotaxis protein CheW	0	0	0	0	0	0	0	0	0	0	0	0	45	1	0	0	0	0	0	0	0	124	0	0	6	0	3	0	0	0	0	0	0
K03409 chemotaxis protein CheX	0	0	0	0	0	0	0	0	0	0	0	0	96	0	0	0	0	0	0	0	0	52	0	0	0	0	0	0	0	0	0	0	0
K03410 chemotaxis protein CheC	0	0	0	0	0	0	0	0	0	0	0	0	400	0	3	0	0	3	0	0	0	0	0	0	0	0	19	0	0	0	0	0	0
K03411 chemotaxis protein CheD [EC:3.5.1.44]	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	62	0	0	0	0	11	0	0	0	0	0	0
K03412 two-component system, chemotaxis family, protein-glutamate methylesterase/glutaminase [EC:3.1.1.61 3.5.1.44]	0	0	0	0	0	0	0	0	0	0	0	0	298	0	0	0	0	0	0	0	0	154	0	0	0	0	17	0	0	0	0	0	0
K03413 two-component system, chemotaxis family, chemotaxis protein CheY	0	0	0	0	0	0	0	0	0	0	0	0	60	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0
K03415 two-component system, chemotaxis family, chemotaxis protein CheV	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	32	0	0	0	0	0	0	0	0	0	0	0
K03416 methylmalonyl-CoA carboxyltransferase 5S subunit [EC:2.1.3.1]	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
K03420 proteasome regulatory subunit	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10
K03421 methyl-coenzyme M reductase subunit C	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
K03422 methyl-coenzyme M reductase subunit D	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	83	72
K03424 TatD DNase family protein [EC:3.1.21.-]	0	0	0	0	0	0	19	2	7	0	22	41	431	0	7	0	0	0	0	0	0	52	0	0	0	0	10	0	0	0	0	2	111
K03426 NAD+ diphosphatase [EC:3.6.1.22]	0	0	0	0	0	0	27	0	0	0	0	0	0	0	0	0	0	0	0	0	0	28	0	0	0	0	0	0	0	0	0	0	84
K03427 type I restriction enzyme M protein [EC:2.1.1.72]	0	0	0	0	0	0	2	0	0	0	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0	7	0	0	0	0	0	99
K03429 processive 1,2-diacylglycerol beta-glucosyltransferase [EC:2.4.1.315]	0	0	0	0	0	0	0	0	0	0	0	0	366	0	2	0	0	0	0	0	0	0	0	0	0	0	10	0	0	0	0	0	0
K03430 2-aminoethylphosphonate-pyruvate transaminase [EC:2.6.1.37]	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	229	0	0	0	0	0	0	0	0	0	0	0
K03431 phosphoglucosamine mutase [EC:5.4.2.10]	0	0	0	0	1	0	13	1	0	2	1	2	410	0	0	0	0	0	0	0	0	26	0	0	8	0	0	0	0	0	0	5	151
K03432 proteasome alpha subunit [EC:3.4.25.1]	0	0	0	0	0	0	11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	40
K03433 proteasome beta subunit [EC:3.4.25.1]	0	0	0	0	0	0	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5
K03436 DeoR family transcriptional regulator, fructose operon transcriptional repressor	0	0	0	0	0	0	0	0	10	9	0	78	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0
K03437 RNA methyltransferase, TrmH family	0	0	0	0	0	0	10	63	0	0	7	15	131	0	2	0	0	0	0	0	0	200	0	0	0	0	14	0	0	0	0	0	0
K03438 16S rRNA (cytosine1402-N4)-methyltransferase [EC:2.1.1.199]	0	0	0	0	0	0	19	24	0	0	0	36	104	1	0	0	0	0	0	0	0	88	0	0	0	0	3	0	0	0	0	0	0
K03439 tRNA (guanine-N7-)-methyltransferase [EC:2.1.1.33]	0	0	0	0	0	0	4	35	13	3	3	15	85	0	0	0	0	0	0	0	0	20	0	0	0	0	12	0	0	0	0	0	0
K03442 small conductance mechanosensitive channel	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	152	0	0	0	0	0	0	0	0	0	0	112
K03446 MFS transporter, DHA2 family, multidrug resistance protein	0	0	0	0	0	0	0	0	0	0	0	40	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
K03449 MFS transporter, CP family, cyanate transporter	0	0	0	0	0	0	7	316	0	0	0	0	0	0	0	0	0	0	0	0	0	20	0	0	0	0	0	0	0	0	0	0	0
K03451 betaine/carnitine transporter, BCCT family	0	0	0	0	0	0	0	15	0	3	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
K03455 monovalent cation:H+ antiporter-2, CPA2 family	0	0	0	0	5	0	0	1	0	7	0	200	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
K03457 nucleobase:cation symporter-1, NCS1 family	0	0	0	0	0	0	21	203	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0
K03458 nucleobase:cation symporter-2, NCS2 family	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	317	0	0	0	0	0	0	0	0	0	0	0
K03465 thymidylate synthase (FAD) [EC:2.1.1.148]	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	19	0	0	0	0	0	0
K03466 DNA segregation ATPase FtsK/SpoIIIE, S-DNA-T family	0	0	0	0	0	0	12	5	0	15	0	108	0	0	0	0	0	0	0	0	0	283	0	0	0	0	20	0	0	0	0	0	0
K03469 ribonuclease HI [EC:3.1.26.4]	0	0	0	0	0	0	11	155	3	4	0	2	0	0	0	0	0	0	0	0	0	3	0	0	0	0	2	0	0	0	0	0	0
K03470 ribonuclease HII [EC:3.1.26.4]	0	0	0	0	1	0	16	41	4	11	0	17	0	0	0	0	0	0	0	0	1	37	0	0	0	0	8	0	0	0	0	5	162
K03471 ribonuclease HIII [EC:3.1.26.4]	0	0	0	0	0	0	0	0	0	16	4	138	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	133
K03475 PTS system, ascorbate-specific IIC component	0	0	0	0	0	0	0	0	29	37	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
K03476 L-ascorbate 6-phosphate lactonase [EC:3.1.1.-]	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
K03478 chitin disaccharide deacetylase [EC:3.5.1.105]	0	0	0	0	0	0	0	0	0	21	0	166	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
K03481 RpiR family transcriptional regulator, glv operon transcriptional regulator	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
K03483 mannitol operon transcriptional antiterminator	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
K03484 LacI family transcriptional regulator, sucrose operon repressor	0	0	0	0	0	0	0	0	0	0	0	188	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
K03486 GntR family transcriptional regulator, trehalose operon transcriptional repressor	0	0	0	0	0	0	0	0	0	0	0	98	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
K03488 beta-glucoside operon transcriptional antiterminator	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0
K03491 lichenan operon transcriptional antiterminator	0	0	0	0	0	0	3	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
K03492 GntR family transcriptional regulator	0	0	0	0	0	0	0	0	1	5	0	104	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
K03495 tRNA uridine 5-carboxymethylaminomethyl modification enzyme	0	0	0	0	0	0	0	7	0	7	16	0	218	0	0	0	0	0	0	0	0	203	0	0	0	0	4	0	0	0	0	0	0
K03496 chromosome partitioning protein	0	0	0	0	0	0	45	0	0	2	0	0	0	0	0	0	0	0	0	0	0	536	0	0	0	0	25	0	0	0	0	0	28
K03497 ParB family transcriptional regulator, chromosome partitioning protein	0	0	0	0	0	0	21	107	14	0	0	94	280	4	0	0	0	0	0	0	0	1012	0	0	0	0	48	0	0	0	0	0	0
K03498 trk system potassium uptake protein	0	0	0	0	0	0	0	64	0	0	0	0	432	0	0	0	0	0	0	0	0	477	0	0	0	0	668	0	0	0	0	9	639
K03499 trk system potassium uptake protein	0	0	0	0	0	3	0	11	0	0	0	0	177	0	0	0	0	12	0	0	0	326	0	0	0	0	865	0	0	0	0	16	69
K03500 16S rRNA (cytosine967-C5)-methyltransferase [EC:2.1.1.176]	0	0	0	0	0	0	21	2	0	3	1	137	820	5	0	0	0	0	0	0	0	362	0	0	0	0	18	0	0	0	0	0	0
K03501 16S rRNA (guanine527-N7)-methyltransferase [EC:2.1.1.170]	0	0	0	0	0	0	16	0	0	9	0	100	89	0	0	0	0	0	0	0	0	134	0	0	0	0	1	0	0	0	0	0	0
K03502 DNA polymerase V	0	0	0	0	0	0	0	13	0	5	0	177	0	0	0	0	0	0	0	0	0	2394	0	0	0	0	0	0	0	0	0	0	0
K03517 quinolinate synthase [EC:2.5.1.72]	0	0	0	0	0	0	22	0	0	0	0	0	466	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10	161
K03518 aerobic carbon-monoxide dehydrogenase small subunit [EC:1.2.5.3]	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0
K03521 electron transfer flavoprotein beta subunit	0	0	0	0	0	0	0	0	0	0	0	0	289	0	20	0	0	0	0	0	0	11	0	0	0	0	14	0	0	0	0	0	0
K03522 electron transfer flavoprotein alpha subunit	0	0	0	0	0	0	0	2	0	0	0	0	395	0	0	1	0	0	0	0	0	0	0	0	0	0	393	0	0	0	0	0	0
K03523 biotin transport system substrate-specific component	0	0	0	0	0	0	26	0	2	13	0	103	312	0	0	0	0	0	0	0	0	166	0	0	0	0	3	0	0	0	0	25	107
K03524 BirA family transcriptional regulator, biotin operon repressor / biotin---[acetyl-CoA-carboxylase] ligase [EC:6.3.4.15]	0	0	0	0	0	0	35	23	0	4	0	48	0	0	0	0	0	0	0	0	0	0	0	0	0	0	14	0	0	0	0	2	52
K03525 type III pantothenate kinase [EC:2.7.1.33]	0	0	0	0	0	0	0	0	0	0	0	0	317	0	0	0	0	0	0	0	0	10	0	0	0	0	8	0	0	0	0	0	0
K03526 (E)-4-hydroxy-3-methylbut-2-enyl-diphosphate synthase [EC:1.17.7.1 1.17.7.3]	0	0	0	0	0	0	0	0	0	0	0	0	270	0	0	4	0	0	0	0	0	5	0	0	0	0	33	0	0	0	0	0	0
K03527 4-hydroxy-3-methylbut-2-en-1-yl diphosphate reductase [EC:1.17.7.4]	0	0	0	0	0	0	15	0	0	0	0	0	0	0	0	0	0	0	0	0	0	102	0	0	0	0	46	0	0	0	0	0	0
K03529 chromosome segregation protein	0	0	0	0	0	0	0	14	0	12	12	133	361	0	0	0	0	0	0	0	0	187	0	0	0	0	16	0	0	0	0	0	0
K03530 DNA-binding protein HU-beta	0	0	0	0	0	0	3	0	41	0	0	0	8	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0
K03531 cell division protein FtsZ	0	0	0	0	0	0	0	29	0	1	0	75	13	0	0	0	0	0	0	0	0	4	0	0	0	0	5	0	0	0	0	12	2
K03536 ribonuclease P protein component [EC:3.1.26.5]	0	0	0	0	0	0	19	0	0	0	0	15	0	0	3	0	0	0	0	0	0	28	0	0	0	0	2	0	0	0	0	0	0
K03537 ribonuclease P/MRP protein subunit POP5 [EC:3.1.26.5]	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	67
K03538 ribonuclease P protein subunit POP4 [EC:3.1.26.5]	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	41
K03539 ribonuclease P/MRP protein subunit RPP1 [EC:3.1.26.5]	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	107
K03540 ribonuclease P protein subunit RPR2 [EC:3.1.26.5]	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	121
K03544 ATP-dependent Clp protease ATP-binding subunit ClpX	0	0	0	0	0	0	3	38	0	0	4	16	0	0	0	0	0	0	0	0	0	82	0	0	0	0	1	0	0	0	0	0	0
K03545 trigger factor	0	0	0	0	4	0	10	0	12	1	0	41	267	4	0	0	0	0	0	0	0	90	0	0	0	0	13	0	0	0	0	0	0
K03546 DNA repair protein SbcC/Rad50	0	0	0	0	0	0	0	21	12	0	0	0	1274	0	0	0	0	0	0	0	0	0	0	0	0	0	55	0	0	0	0	14	8
K03547 DNA repair protein SbcD/Mre11	0	0	0	0	0	0	0	4	19	7	0	110	124	0	0	0	0	0	0	0	0	123	0	0	0	0	33	0	0	0	0	61	17
K03549 KUP system potassium uptake protein	0	0	0	0	0	0	35	0	0	9	21	108	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
K03550 holliday junction DNA helicase RuvA [EC:3.6.4.12]	0	0	0	0	0	0	13	80	20	1	3	47	51	0	0	0	0	0	0	0	0	18	0	0	0	0	2	0	0	0	0	0	0
K03551 holliday junction DNA helicase RuvB [EC:3.6.4.12]	0	0	0	0	2	0	7	39	0	0	0	18	116	0	2	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
K03552 holliday junction resolvase Hjr [EC:3.1.22.4]	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	101
K03553 recombination protein RecA	0	0	0	0	0	0	0	0	0	1	0	27	35	0	0	0	0	0	0	0	0	5	0	0	0	0	8	0	0	0	0	0	0
K03555 DNA mismatch repair protein MutS	0	0	0	0	1	0	0	33	0	7	0	6	683	0	1	0	0	2	0	0	0	204	0	0	0	0	5	0	0	0	0	0	0
K03556 LuxR family transcriptional regulator, maltose regulon positive regulatory protein	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	628	0	0	0	0	0	0	0	0	0	0	0
K03558 membrane protein required for colicin V production	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
K03559 biopolymer transport protein ExbD	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	38
K03561 biopolymer transport protein ExbB	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9	68
K03563 carbon storage regulator	0	0	0	0	0	0	0	0	0	0	0	0	67	0	0	0	0	0	0	0	0	2	0	0	0	0	6	0	0	0	0	0	0
K03564 peroxiredoxin Q/BCP [EC:1.11.1.15]	0	0	0	0	0	0	17	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
K03565 regulatory protein	0	0	0	0	0	0	19	192	32	4	0	0	88	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0
K03568 TldD protein	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10	141
K03569 rod shape-determining protein MreB and related proteins	0	0	0	0	1	0	0	7	0	0	0	61	80	8	0	0	0	0	0	0	0	0	0	0	0	0	7	0	0	0	2	3	28
K03570 rod shape-determining protein MreC	0	0	0	0	0	0	0	9	0	1	0	58	300	0	7	0	0	0	0	0	0	191	0	0	0	0	13	0	0	0	0	0	0
K03571 rod shape-determining protein MreD	0	0	0	0	0	0	0	76	19	18	0	5	188	0	0	0	0	0	0	0	0	0	0	0	0	0	18	0	0	0	0	0	0
K03572 DNA mismatch repair protein MutL	0	0	0	0	0	0	0	3	6	18	0	114	602	0	0	0	0	0	0	0	0	0	0	0	0	0	12	0	0	0	0	0	0
K03574 8-oxo-dGTP diphosphatase [EC:3.6.1.55]	0	0	0	0	0	0	0	85	5	5	0	97	0	0	0	0	0	0	0	0	0	90	0	0	0	0	15	0	0	0	0	19	13
K03575 A/G-specific adenine glycosylase [EC:3.2.2.31]	0	2	0	0	0	0	3	3	7	3	0	63	0	0	0	0	0	0	0	0	0	0	0	0	0	0	23	0	0	0	0	0	0
K03578 ATP-dependent helicase HrpA [EC:3.6.4.13]	0	0	0	0	0	0	57	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
K03579 ATP-dependent helicase HrpB [EC:3.6.4.13]	0	0	0	0	0	0	21	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
K03581 exodeoxyribonuclease V alpha subunit [EC:3.1.11.5]	0	0	0	0	0	0	53	113	0	11	8	10	6	0	1	0	0	0	0	0	0	252	0	0	0	0	34	0	0	0	0	0	0
K03582 exodeoxyribonuclease V beta subunit [EC:3.1.11.5]	0	0	0	0	0	0	66	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
K03583 exodeoxyribonuclease V gamma subunit [EC:3.1.11.5]	0	0	0	0	0	0	61	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
K03584 DNA repair protein RecO (recombination protein O)	0	0	0	0	0	0	7	15	0	3	2	42	226	2	0	0	0	0	0	0	0	286	0	0	0	0	11	0	0	0	0	0	0
K03585 membrane fusion protein, multidrug efflux system	0	0	0	0	19	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
K03587 cell division protein FtsI (penicillin-binding protein 3) [EC:3.4.16.4]	0	0	0	0	0	0	58	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
K03588 cell division protein FtsW	0	0	0	0	2	0	26	99	0	14	0	17	155	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	1	0	0	0	0
K03589 cell division protein FtsQ	0	0	0	1	0	0	25	4	0	21	1	158	300	0	0	0	0	0	0	0	0	60	0	0	0	0	22	0	0	0	0	0	0
K03590 cell division protein FtsA	0	0	0	0	0	0	0	29	1	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
K03592 PmbA protein	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	36	275
K03593 ATP-binding protein involved in chromosome partitioning	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
K03595 GTPase	0	0	0	0	4	0	3	0	2	0	0	4	235	1	0	0	0	0	0	0	0	39	0	0	0	0	14	0	0	0	0	0	0
K03596 GTP-binding protein LepA	0	0	0	0	0	0	4	0	0	0	0	12	0	0	0	1	0	0	0	0	0	12	0	0	0	0	2	0	0	0	0	0	0
K03601 exodeoxyribonuclease VII large subunit [EC:3.1.11.6]	0	0	0	0	0	0	24	0	13	13	0	75	343	3	0	0	0	0	0	0	0	190	0	0	0	0	12	0	0	0	0	0	0
K03602 exodeoxyribonuclease VII small subunit [EC:3.1.11.6]	0	0	0	0	0	0	2	0	1	0	0	2	44	0	0	0	0	0	0	0	0	8	0	0	0	0	4	0	0	0	0	0	0
K03604 LacI family transcriptional regulator, purine nucleotide synthesis repressor	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
K03605 hydrogenase maturation protease [EC:3.4.23.-]	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	106	0	0	0	0	0	0	0	0	0	0	0
K03608 cell division topological specificity factor	0	0	0	0	0	0	0	0	0	0	0	0	0	18	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
K03609 septum site-determining protein MinD	0	0	0	0	0	0	0	0	2	0	0	11	176	0	0	0	0	0	0	0	0	10	0	0	0	0	5	0	0	0	0	7	75
K03610 septum site-determining protein MinC	0	0	0	0	0	0	0	23	0	7	3	98	111	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
K03612 Na+-translocating ferredoxin:NAD+ oxidoreductase subunit G	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	19	0	0	0	0	0	0
K03613 Na+-translocating ferredoxin:NAD+ oxidoreductase subunit E	0	0	0	0	0	0	0	0	0	0	0	0	173	0	0	0	0	0	0	0	0	33	0	0	0	0	39	0	0	0	0	0	0
K03614 Na+-translocating ferredoxin:NAD+ oxidoreductase subunit D [EC:7.2.1.2]	0	0	0	0	0	0	0	0	0	0	0	0	262	0	0	0	0	4	0	0	0	494	0	0	0	0	53	0	0	0	0	0	0
K03615 Na+-translocating ferredoxin:NAD+ oxidoreductase subunit C [EC:7.2.1.2]	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	47	0	0	0	0	33	0	0	0	0	0	0
K03616 Na+-translocating ferredoxin:NAD+ oxidoreductase subunit B [EC:7.2.1.2]	0	0	0	0	0	0	0	0	0	0	0	0	480	0	0	0	0	1	0	0	0	0	0	0	0	0	8	0	0	0	0	0	0
K03617 Na+-translocating ferredoxin:NAD+ oxidoreductase subunit A	0	0	0	0	0	0	0	0	0	0	0	0	150	0	4	0	0	0	0	0	0	108	0	0	0	0	16	0	0	0	0	0	0
K03621 phosphate acyltransferase [EC:2.3.1.274]	0	0	0	0	5	0	0	47	0	0	0	58	252	0	0	0	0	0	0	0	0	0	0	0	0	0	14	0	0	0	0	0	0
K03624 transcription elongation factor GreA	0	0	0	0	0	0	4	60	8	0	0	10	94	0	8	0	0	0	0	0	0	111	0	0	0	0	1	0	0	0	0	0	0
K03625 transcription antitermination protein NusB	0	0	0	0	0	0	15	16	0	0	0	40	16	0	0	0	0	0	0	0	0	7	0	0	0	0	17	0	0	0	0	0	0
K03626 nascent polypeptide-associated complex subunit alpha	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	18
K03627 putative transcription factor	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	40
