#keggName_to_taxonName	Bacteroides reticulotermitis	Bacteroidaceae bacterium HV4-6-C5C	Prevotella oryzae	Prevotella paludivivens	Acetobacter nitrogenifigens	Acetobacter oeni	Acetobacter okinawensis	Acetobacter orientalis	Acetobacter papayae	Acetobacter persici	Acetobacter aceti	Gluconacetobacter diazotrophicus	Gluconacetobacter liquefaciens	Neoasaia chiangmaiensis	Desulfovibrio alcoholivorans	Pseudoclavibacter soli	Acidipropionibacterium jensenii	Lactobacillus brevis	Lactobacillus fuchuensis	Lactobacillus sakei	Leuconostoc gelidum	Clostridium amylolyticum	Clostridium carboxidivorans	Clostridium drakei	Clostridium kluyveri	Clostridium scatologenes	Clostridium sp. JN500901	Clostridium sp. KNHs216	Clostridium sp. W14A	Oscillibacter ruminantium	Oscillibacter valericigenes	Caproiciproducens sp. NJN-50	Pseudoflavonifractor sp. Marseille-P3106	Ruminococcaceae bacterium HV4-5-B5C	Clostridiales bacterium	Clostridiales bacterium oral taxon 876	Methanobacterium paludis
K03698 3'-5' exoribonuclease [EC:3.1.-.-]	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8	1	23	8	0	0	0	416	0	0	0	0	0	0	0	0	0	0	0	14
K03699 putative hemolysin	0	0	0	0	0	0	0	0	0	0	36	0	0	0	0	0	9	0	0	42	0	0	0	0	226	1	0	0	0	0	0	0	0	0	0	0	0
K03700 recombination protein U	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	1	0	11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
K03701 excinuclease ABC subunit A	0	3	0	0	0	0	0	0	0	0	8	0	0	0	0	0	28	3	0	24	17	0	0	220	292	87	0	0	0	0	16	9	0	0	0	0	66
K03702 excinuclease ABC subunit B	0	0	0	0	0	0	0	0	0	0	14	1	0	0	0	0	1	4	0	19	6	0	0	5	114	2	0	0	0	0	10	0	0	0	0	0	85
K03703 excinuclease ABC subunit C	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	3	0	0	9	0	6	2	0	6	0	0	0	0	10	2	0	0	0	0	56
K03704 cold shock protein	0	0	0	0	0	0	0	0	0	0	16	0	0	0	0	0	1	0	0	6	0	0	49	0	21	1	0	0	0	0	1	0	0	0	0	0	0
K03705 heat-inducible transcriptional repressor	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	1	0	10	6	0	0	2	274	0	0	0	0	0	15	4	0	0	0	0	0
K03706 transcriptional pleiotropic repressor	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	8	0	0	0	0	0	0	0	0	0	0	0	0
K03707 thiaminase (transcriptional activator TenA) [EC:3.5.99.2]	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	35	3	0	1	3	0	0	0	0	0	0	0	0	0	0	0	0	0
K03708 transcriptional regulator of stress and heat shock response	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	28	0	0	0	0	128	0	0	0	0	0	4	0	0	0	0	0	0
K03709 DtxR family transcriptional regulator, Mn-dependent transcriptional regulator	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	23	2	0	29	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	36
K03710 GntR family transcriptional regulator	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11	0	0	3	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
K03711 Fur family transcriptional regulator, ferric uptake regulator	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	34	0	0	0	2	12	0	0	0	0	0	22	0	0	0	0	0	0
K03713 MerR family transcriptional regulator, glutamine synthetase repressor	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8	0	14	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
K03716 spore photoproduct lyase [EC:4.1.99.14]	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	3	0	0	0	0	0	0	3	0	0	0	0	0
K03718 Lrp/AsnC family transcriptional regulator, regulator for asnA, asnC and gidA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	142	0	13	0	0	0	0	0	0	0	0	0	0	0	4
K03719 Lrp/AsnC family transcriptional regulator, leucine-responsive regulatory protein	0	0	0	0	0	0	0	0	0	0	0	38	0	0	0	0	7	4	0	0	0	0	33	0	0	4	0	0	0	0	13	12	0	0	0	0	0
K03721 transcriptional regulator of aroF, aroG, tyrA and aromatic amino acid transport	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	4	0	1	0	0	0	0	0	0	0	0	0	0	0
K03722 ATP-dependent DNA helicase DinG [EC:3.6.4.12]	0	0	0	0	0	0	0	0	0	4	33	0	0	0	0	0	8	21	0	106	30	0	0	132	0	12	0	0	0	0	516	0	0	0	0	0	0
K03723 transcription-repair coupling factor (superfamily II helicase) [EC:3.6.4.-]	0	0	0	0	0	0	0	0	0	0	48	0	0	0	0	0	12	4	0	64	47	0	0	16	0	2	0	0	0	0	43	7	0	0	0	0	0
K03724 ATP-dependent helicase Lhr and Lhr-like helicase [EC:3.6.4.-]	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	26	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	46
K03725 archaea-specific helicase [EC:3.6.4.-]	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	33
K03726 helicase [EC:3.6.4.-]	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	74
K03727 ATP-dependent RNA helicase HelY [EC:3.6.4.-]	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
K03733 integrase/recombinase XerC	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	5	0	41	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
K03734 FAD:protein FMN transferase [EC:2.7.1.180]	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	312	15	86	0	0	0	0	0	136	4	0	0	0	0	0
K03735 ethanolamine ammonia-lyase large subunit [EC:4.3.1.7]	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	14	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
K03736 ethanolamine ammonia-lyase small subunit [EC:4.3.1.7]	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
K03737 pyruvate-ferredoxin/flavodoxin oxidoreductase [EC:1.2.7.1 1.2.7.-]	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	7	7	717	0	0	0	0	0	46	31	0	0	0	0	0
K03739 membrane protein involved in D-alanine export	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	23	13	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
K03740 D-alanine transfer protein	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	102	12	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
K03741 arsenate reductase (thioredoxin) [EC:1.20.4.4]	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	9	0	0	0	0	0
K03742 nicotinamide-nucleotide amidase [EC:3.5.1.42]	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	22	0	0	0	0	10	23	486	0	0	0	0	0	24	3	0	0	0	0	0
K03743 nicotinamide-nucleotide amidase [EC:3.5.1.42]	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
K03744 LemA protein	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	33	3	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	8
K03750 molybdopterin molybdotransferase [EC:2.10.1.1]	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9	0	0	0	0	0	1	0	0	624	0	0	0	0	14	0	0	0	0	0	155
K03752 molybdenum cofactor guanylyltransferase [EC:2.7.7.77]	0	0	0	0	0	0	0	0	0	0	434	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0
K03753 molybdopterin-guanine dinucleotide biosynthesis adapter protein	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	14
K03758 arginine:ornithine antiporter / lysine permease	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	13	16	0	61	0	0	0	14	0	0	0	0	0	0	0	0	0	0	0	0	0
K03761 MFS transporter, MHS family, alpha-ketoglutarate permease	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	13	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
K03762 MFS transporter, MHS family, proline/betaine transporter	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
K03763 DNA polymerase III subunit alpha, Gram-positive type [EC:2.7.7.7]	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	63	30	0	2	47	647	1	0	0	0	0	0	4	0	0	0	0	0
K03767 peptidyl-prolyl cis-trans isomerase A (cyclophilin A) [EC:5.2.1.8]	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
K03768 peptidyl-prolyl cis-trans isomerase B (cyclophilin B) [EC:5.2.1.8]	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	24	5	0	0	11	6	0	0	0	0	0	0	0	0	0	0	0	0
K03769 peptidyl-prolyl cis-trans isomerase C [EC:5.2.1.8]	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
K03771 peptidyl-prolyl cis-trans isomerase SurA [EC:5.2.1.8]	0	0	0	0	0	0	0	0	0	0	90	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
K03775 FKBP-type peptidyl-prolyl cis-trans isomerase SlyD [EC:5.2.1.8]	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	14
K03778 D-lactate dehydrogenase [EC:1.1.1.28]	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12	0	0	19	0	0	0	295	0	0	0	0	0	23	26	0	0	0	0	0
K03781 catalase [EC:1.11.1.6]	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	20	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
K03783 purine-nucleoside phosphorylase [EC:2.4.2.1]	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0
K03784 purine-nucleoside phosphorylase [EC:2.4.2.1]	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	4	0	0	0	0	0
K03785 3-dehydroquinate dehydratase I [EC:4.2.1.10]	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	7	0	1	0	130	0	0	0	0	0	84	4	0	0	0	0	3
K03786 3-dehydroquinate dehydratase II [EC:4.2.1.10]	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0
K03787 5'-nucleotidase [EC:3.1.3.5]	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	147	0	292	0	0	0	0	0	0	0	0	0	0	0	16
K03789 [ribosomal protein S18]-alanine N-acetyltransferase [EC:2.3.1.266]	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	32	0	0	0	124	0	0	0	0	0	3	0	0	0	0	0	16
K03790 [ribosomal protein S5]-alanine N-acetyltransferase [EC:2.3.1.267]	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	0	0	0	4	0	3	61	0	0	0	0	0	0	0	0	0	0	0	0	0
K03797 carboxyl-terminal processing protease [EC:3.4.21.102]	0	3	0	0	0	0	0	0	0	0	38	0	0	0	0	0	0	0	0	0	0	0	72	0	365	2	0	0	0	0	0	10	0	0	0	0	0
K03798 cell division protease FtsH [EC:3.4.24.-]	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	44	1	2	51	59	82	3	0	0	0	0	89	1	0	0	0	0	0
K03799 heat shock protein HtpX [EC:3.4.24.-]	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	43	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	146
K03800 lipoate---protein ligase [EC:6.3.1.20]	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	13	2	0	10	0	0	4	99	4	0	0	0	0	0	0	0	0	0	0	0
K03801 lipoyl(octanoyl) transferase [EC:2.3.1.181]	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
K03802 cyanophycin synthetase [EC:6.3.2.29 6.3.2.30]	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11	551	0	0	0	0	0	0	13	0	0	0	0	0
K03803 sigma-E factor negative regulatory protein RseC	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	97	0	0	0	0	0	9	0	0	0	0	0	0
K03808 paraquat-inducible protein A	0	0	0	0	0	0	0	0	0	0	43	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
K03810 virulence factor	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	81	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
K03811 nicotinamide mononucleotide transporter	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11	14	0	13	16	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
K03813 molybdenum transport protein [EC:2.4.2.-]	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
K03816 xanthine phosphoribosyltransferase [EC:2.4.2.22]	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	9	6	0	0	0	0	1	0	0	0	0	6	0	0	0	0	0	0
K03817 ribosomal-protein-serine acetyltransferase [EC:2.3.1.-]	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	12	0	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0
K03820 apolipoprotein N-acyltransferase [EC:2.3.1.269]	0	0	0	0	0	0	0	0	0	0	73	0	0	0	0	0	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
K03823 phosphinothricin acetyltransferase [EC:2.3.1.183]	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	10	0	0	0	0	103	0	0	0	0	0	0	0	51	0	0	0	0	0	0
K03826 putative acetyltransferase [EC:2.3.1.-]	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
K03827 putative acetyltransferase [EC:2.3.1.-]	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	46	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
K03830 putative acetyltransferase [EC:2.3.1.-]	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	15	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
K03833 selenocysteine-specific elongation factor	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	63	0	0	0	0	0	0	0	0	0	0	0	0	0
K03837 serine transporter	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	0	3	0	0	0	0	0	0	0	0	0	0	0
K03856 3-deoxy-7-phosphoheptulonate synthase [EC:2.5.1.54]	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	21	14	0	15	0	46	0	0	0	0	0	2	0	0	0	0	0	0
K03885 NADH dehydrogenase [EC:1.6.99.3]	0	5	0	0	0	0	0	0	0	0	43	54	0	0	0	0	1	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
K03889 ubiquinol-cytochrome c reductase cytochrome c subunit	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
K03890 ubiquinol-cytochrome c reductase iron-sulfur subunit	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
K03891 ubiquinol-cytochrome c reductase cytochrome b subunit	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
K03892 ArsR family transcriptional regulator, arsenate/arsenite/antimonite-responsive transcriptional repressor	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	279	145	0	0	0	4	0	0	0	0	0	0	0	0	0
K03893 arsenical pump membrane protein	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
K03924 MoxR-like ATPase [EC:3.6.3.-]	0	0	0	0	0	0	0	0	0	0	46	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
K03925 MraZ protein	0	0	0	0	0	0	0	0	0	0	93	0	0	0	0	0	0	0	0	10	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
K03926 periplasmic divalent cation tolerance protein	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
K03928 carboxylesterase [EC:3.1.1.1]	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	61	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
K03929 para-nitrobenzyl esterase [EC:3.1.1.-]	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	16	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
K03930 putative tributyrin esterase [EC:3.1.1.-]	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	14	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
K03969 phage shock protein A	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	4	23	0	0	0	0	0	0	0	0	0	0	0	0
K03973 phage shock protein C	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	17	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
K03975 membrane-associated protein	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	6	0	7	2	0	0	0	0	9	0	0	0	0	0	0	0	0	0	0	0
K03976 Cys-tRNA(Pro)/Cys-tRNA(Cys) deacylase [EC:3.1.1.-]	0	0	0	0	0	0	0	0	0	0	7	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	12	0	0	0	0	0	0
K03977 GTPase	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	4	3	0	0	0	0	0	5	83	0	0	0	0	0	0	2	0	0	0	0	0
K03978 GTP-binding protein	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	4	0	0	0	5	0	0	0	0	0	0	1	0	0	0	0	0	0
K03979 GTPase [EC:3.6.5.-]	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	2	0	19	13	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0
K03980 putative peptidoglycan lipid II flippase	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	10	0	0	0	0	0	0	19	0	1300	0	0	0	0	0	0	0	0	0	0	0
K04024 ethanolamine utilization protein EutJ	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	229	1	0	0	0	0	3	0	0	0	0	0	0
K04028 ethanolamine utilization protein EutN	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	35	0	85	0	0	0	0	0	0	0	0	0	0	0	0
K04029 ethanolamine utilization protein EutP	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	13	0	0	0	0	0	5	413	0	0	0	0	0	2	0	0	0	0	0	0
K04030 ethanolamine utilization protein EutQ	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	53	0	0	0	0	0	0	0	0	0	0	0
K04031 ethanolamine utilization protein EutS	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	97	0	0	0	0	0	0	0	0	0	0	0	0
K04041 fructose-1,6-bisphosphatase III [EC:3.1.3.11]	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	77	0	0	0	0	0	0	0	0	0	0	0	22	0	0	0	0	0
K04042 bifunctional UDP-N-acetylglucosamine pyrophosphorylase / Glucosamine-1-phosphate N-acetyltransferase [EC:2.7.7.23 2.3.1.157]	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	30	34	0	0	2	278	1	0	0	0	0	8	0	0	0	0	0	0
K04043 molecular chaperone DnaK	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	6	0	0	0	0	1	3	0	0	0	0	5
K04047 starvation-inducible DNA-binding protein	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
K04061 flagellar biosynthesis protein	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	284	0	60	0	0	0	0	0	9	4	0	0	0	0	0
K04063 lipoyl-dependent peroxidase	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	17	11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
K04066 primosomal protein N' (replication factor Y) (superfamily II helicase) [EC:3.6.4.-]	0	2	0	0	0	0	0	0	0	0	43	0	0	0	0	0	13	1	3	77	14	0	0	1	248	0	0	0	0	0	72	16	0	0	0	0	0
K04068 anaerobic ribonucleoside-triphosphate reductase activating protein [EC:1.97.1.4]	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	20	13	0	1	16	44	0	0	0	0	0	12	2	0	0	0	0	0
K04069 pyruvate formate lyase activating enzyme [EC:1.97.1.4]	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11	0	0	23	0	0	5	171	297	5	0	0	0	0	74	6	0	0	0	0	101
K04070 putative pyruvate formate lyase activating enzyme [EC:1.97.1.4]	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	13	1	0	0	0	0	0
K04072 acetaldehyde dehydrogenase / alcohol dehydrogenase [EC:1.2.1.10 1.1.1.1]	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	2	50	5	0	0	0	0	1	0	0	0	0	285	0	0	0	4	0	0
K04074 cell division initiation protein	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	70	6	0	0	1	0	3	0	0	0	0	0	0	0	0	0	0	0
K04075 tRNA(Ile)-lysidine synthase [EC:6.3.4.19]	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12	27	0	97	22	0	0	1	0	1	0	0	0	0	50	18	0	0	0	0	0
K04076 ATP-dependent Lon protease [EC:3.4.21.53]	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0	4
K04077 chaperonin GroEL	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	88	35	0	0	0	0	0	4	0	0	0	0	0	0
K04078 chaperonin GroES	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	3	3	0	0	0	0	5	0	0	0	0	1	0	0	0	0	0	0
K04079 molecular chaperone HtpG	0	0	0	0	0	0	0	0	0	0	12	1	0	0	0	0	0	0	0	0	0	0	0	3	67	1	0	0	0	0	22	3	0	0	0	0	0
K04083 molecular chaperone Hsp33	0	0	0	0	0	0	0	0	0	0	0	0	0	62	0	0	0	0	0	6	7	0	0	0	191	0	0	0	0	0	6	0	0	0	0	0	0
K04086 ATP-dependent Clp protease ATP-binding subunit ClpL	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
K04092 chorismate mutase [EC:5.4.99.5]	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
K04093 chorismate mutase [EC:5.4.99.5]	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2
K04094 methylenetetrahydrofolate--tRNA-(uracil-5-)-methyltransferase [EC:2.1.1.74]	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	1	0	0	0	0	0
K04095 cell filamentation protein	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	183	0	0	0	0	0	0
K04096 DNA processing protein	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	11	17	0	46	21	0	0	0	85	1	0	0	0	0	0	3	0	0	0	0	0
K04477 putative hydrolase	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	15	0	0	0	0	0
K04480 methanol---5-hydroxybenzimidazolylcobamide Co-methyltransferase [EC:2.1.1.90]	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	34
K04484 DNA repair protein RadB	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	30
K04485 DNA repair protein RadA/Sms	0	0	0	0	0	0	0	0	0	0	1	7	0	0	0	0	1	1	0	0	0	0	0	0	136	0	0	0	0	0	7	4	0	0	0	0	0
K04486 histidinol-phosphatase (PHP family) [EC:3.1.3.15]	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	8	115	8	0	0	0	0	59	4	0	0	0	0	0
K04487 cysteine desulfurase [EC:2.8.1.7]	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	9	2	16	0	0	20	4	109	7	0	0	0	0	42	3	0	0	0	0	12
