#keggName_to_taxonName	Bacteroidaceae bacterium HV4-6-C5C	Prevotella paludivivens	Acetobacter aceti	Pseudoclavibacter soli	Lactobacillus fuchuensis	Lactobacillus sakei	Clostridium kluyveri	Clostridium sp. JN500901	Clostridium sp. KNHs216	Clostridium sp. W14A	uncultured Clostridiales bacterium	Faecalicatena fissicatena	Hespellia stercorisuis	Oscillibacter sp. CAG:155	Oscillibacter ruminantium	Oscillibacter valericigenes	Oscillibacter sp. 1-3	Oscillibacter sp. 57_20	Oscillibacter sp. PC13	Desulfitobacterium hafniense	Caproiciproducens galactitolivorans	Caproiciproducens sp. NJN-50	Marasmitruncus massiliensis	Papillibacter cinnamivorans	Pseudoflavonifractor capillosus	Pseudoflavonifractor sp. Marseille-P3106	Pygmaiobacter massiliensis	Sporobacter termitidis	Ruminococcaceae bacterium HV4-5-B5C	Intestinimonas butyriciproducens	Clostridiales bacterium	Firmicutes bacterium CAG:129	Firmicutes bacterium HGW-Firmicutes-16	Methanobacterium paludis
K03471 ribonuclease HIII [EC:3.1.26.4]	0	0	0	0	0	25	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	45
K03478 chitin disaccharide deacetylase [EC:3.5.1.105]	0	0	0	0	0	27	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
K03481 RpiR family transcriptional regulator, glv operon transcriptional regulator	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
K03484 LacI family transcriptional regulator, sucrose operon repressor	0	0	0	0	0	39	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
K03486 GntR family transcriptional regulator, trehalose operon transcriptional repressor	0	0	0	0	0	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
K03488 beta-glucoside operon transcriptional antiterminator	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
K03492 GntR family transcriptional regulator	0	0	0	0	0	14	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
K03495 tRNA uridine 5-carboxymethylaminomethyl modification enzyme	0	0	0	0	0	1	51	0	0	0	0	0	0	0	0	309	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0
K03496 chromosome partitioning protein	0	0	0	0	0	4	61	0	0	0	0	0	0	0	0	811	0	0	0	0	0	14	0	0	0	0	0	0	0	0	0	0	0	5
K03497 ParB family transcriptional regulator, chromosome partitioning protein	0	0	0	0	0	3	91	0	0	0	0	0	0	0	0	850	0	0	0	0	0	11	0	0	0	0	0	0	0	9	0	0	0	0
K03498 trk system potassium uptake protein	0	0	0	0	0	0	100	0	0	0	0	0	0	0	0	539	0	0	0	0	0	1216	0	0	0	0	0	0	0	1	0	0	0	137
K03499 trk system potassium uptake protein	0	0	0	2	0	0	42	0	0	47	0	0	0	0	0	254	0	0	0	0	0	1850	0	0	0	0	0	0	0	61	0	0	0	22
K03500 16S rRNA (cytosine967-C5)-methyltransferase [EC:2.1.1.176]	0	0	19	0	0	21	219	0	0	0	0	0	0	0	0	679	0	0	0	0	0	13	0	0	0	0	0	0	0	0	0	0	0	0
K03501 16S rRNA (guanine527-N7)-methyltransferase [EC:2.1.1.170]	0	0	0	0	0	16	34	0	0	0	0	0	0	0	0	216	0	0	0	0	0	1	0	0	0	0	0	0	0	6	0	0	0	0
K03502 DNA polymerase V	0	0	0	0	0	24	0	0	0	0	0	0	0	0	0	5256	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
K03517 quinolinate synthase [EC:2.5.1.72]	0	0	0	0	0	0	122	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	43
K03518 aerobic carbon-monoxide dehydrogenase small subunit [EC:1.2.5.3]	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
K03521 electron transfer flavoprotein beta subunit	0	0	0	0	0	0	69	0	0	0	0	0	0	0	0	8	0	0	0	0	0	7	0	0	0	0	0	0	0	1	0	0	0	0
K03522 electron transfer flavoprotein alpha subunit	0	0	0	0	0	0	88	0	0	0	0	0	0	0	0	0	0	0	0	0	0	772	0	0	0	0	0	0	0	1	0	0	0	0
K03523 biotin transport system substrate-specific component	0	0	0	0	0	15	101	0	0	0	0	0	0	0	0	295	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	28
K03524 BirA family transcriptional regulator, biotin operon repressor / biotin---[acetyl-CoA-carboxylase] ligase [EC:6.3.4.15]	0	0	1	0	0	30	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	16
K03525 type III pantothenate kinase [EC:2.7.1.33]	0	0	0	0	0	0	87	0	0	0	0	0	0	0	0	8	0	0	0	0	0	4	0	0	0	0	0	0	0	13	0	0	0	0
K03526 (E)-4-hydroxy-3-methylbut-2-enyl-diphosphate synthase [EC:1.17.7.1 1.17.7.3]	0	0	0	0	0	0	82	0	0	0	0	0	0	0	0	12	0	0	0	0	0	8	0	0	0	0	0	0	0	2	0	0	0	0
K03527 4-hydroxy-3-methylbut-2-en-1-yl diphosphate reductase [EC:1.17.7.4]	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	99	0	0	0	0	0	23	0	0	0	0	0	0	0	32	0	0	0	0
K03529 chromosome segregation protein	0	0	2	0	0	24	126	0	0	0	0	0	0	0	0	368	0	0	0	0	0	8	0	0	0	0	0	0	0	17	0	0	0	0
K03530 DNA-binding protein HU-beta	0	0	1	0	0	0	3	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
K03531 cell division protein FtsZ	0	0	0	0	0	11	7	0	0	0	0	0	0	0	0	3	0	0	0	0	0	1	0	0	0	0	0	0	0	3	0	0	0	2
K03536 ribonuclease P protein component [EC:3.1.26.5]	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	38	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0
K03537 ribonuclease P/MRP protein subunit POP5 [EC:3.1.26.5]	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	21
K03538 ribonuclease P protein subunit POP4 [EC:3.1.26.5]	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4
K03539 ribonuclease P/MRP protein subunit RPP1 [EC:3.1.26.5]	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	27
K03540 ribonuclease P protein subunit RPR2 [EC:3.1.26.5]	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	22
K03543 membrane fusion protein, multidrug efflux system	0	0	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
K03544 ATP-dependent Clp protease ATP-binding subunit ClpX	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	145	0	0	0	0	0	2	0	0	0	0	0	0	0	4	0	0	0	0
K03545 trigger factor	0	0	22	0	0	12	82	0	0	0	0	0	0	0	0	144	0	0	0	0	0	7	0	0	0	0	0	0	0	10	0	0	0	0
K03546 DNA repair protein SbcC/Rad50	0	0	0	0	0	0	709	0	0	0	0	0	0	0	0	0	0	0	0	0	0	36	0	0	0	0	0	0	0	0	0	0	0	0
K03547 DNA repair protein SbcD/Mre11	0	0	0	0	0	30	33	0	0	0	0	0	0	0	0	87	0	0	0	0	0	11	0	0	0	0	0	0	0	12	0	0	0	4
K03549 KUP system potassium uptake protein	0	0	6	0	0	27	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
K03550 holliday junction DNA helicase RuvA [EC:3.6.4.12]	0	0	11	0	1	10	11	0	0	0	0	0	0	0	0	8	0	0	0	0	0	1	0	0	0	0	0	0	0	9	0	0	0	0
K03551 holliday junction DNA helicase RuvB [EC:3.6.4.12]	0	0	0	0	0	7	31	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0
K03552 holliday junction resolvase Hjr [EC:3.1.22.4]	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	27
K03553 recombination protein RecA	0	0	0	0	0	1	8	0	0	0	0	0	0	0	0	11	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0
K03555 DNA mismatch repair protein MutS	0	0	9	0	0	19	203	0	0	0	0	0	0	0	0	295	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0
K03556 LuxR family transcriptional regulator, maltose regulon positive regulatory protein	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	513	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
K03559 biopolymer transport protein ExbD	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	22
K03561 biopolymer transport protein ExbB	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	29
K03563 carbon storage regulator	0	0	0	0	0	0	18	0	0	0	0	0	0	0	0	1	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0
K03565 regulatory protein	0	0	0	0	0	16	33	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8	0	0	0	0	0	0	0	0	0	0	0	0
K03568 TldD protein	3	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	32
K03569 rod shape-determining protein MreB and related proteins	0	0	0	0	0	13	26	0	0	0	0	0	0	0	0	4	0	0	0	0	0	4	0	0	0	0	0	0	0	2	10	0	0	4
K03570 rod shape-determining protein MreC	0	0	4	0	0	11	101	0	0	0	0	0	0	0	0	275	0	0	0	0	0	0	0	0	0	0	0	0	0	7	0	0	0	0
K03571 rod shape-determining protein MreD	0	0	0	0	0	28	54	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0
K03572 DNA mismatch repair protein MutL	0	0	0	0	0	16	184	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9	0	0	0	0	0	0	0	36	0	0	0	0
K03574 8-oxo-dGTP diphosphatase [EC:3.6.1.55]	0	0	0	0	0	24	0	0	0	0	0	0	0	0	0	109	0	0	0	0	0	8	0	0	0	0	0	0	0	0	0	0	0	6
K03575 A/G-specific adenine glycosylase [EC:3.2.2.31]	2	0	1	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	0	0	0	0	0	0	0	2	0	0	0	0
K03579 ATP-dependent helicase HrpB [EC:3.6.4.13]	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
K03581 exodeoxyribonuclease V alpha subunit [EC:3.1.11.5]	0	0	0	0	1	32	2	0	0	0	0	0	0	0	0	396	0	0	0	0	0	26	0	0	0	0	0	0	0	0	0	0	0	0
K03584 DNA repair protein RecO (recombination protein O)	0	0	0	0	0	10	65	0	0	0	0	0	0	0	0	512	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0
K03585 membrane fusion protein, multidrug efflux system	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
K03588 cell division protein FtsW	0	0	2	0	0	33	23	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	2	0	0	0	24	0	0	0	0
K03589 cell division protein FtsQ	0	2	0	0	0	14	106	0	0	0	0	0	0	0	0	33	0	0	0	0	0	13	0	0	0	0	0	0	0	0	0	0	0	0
K03590 cell division protein FtsA	0	0	2	0	0	11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
K03592 PmbA protein	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	50
K03594 bacterioferritin [EC:1.16.3.1]	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8	0	0	0	0	0	0	0	0	0	0	0	0
K03595 GTPase	0	0	0	0	0	0	63	0	0	0	0	0	0	0	0	102	0	0	0	0	0	6	0	0	0	0	0	0	0	1	0	0	0	0
K03596 GTP-binding protein LepA	0	0	0	0	0	6	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	151	0	0	0	0
K03601 exodeoxyribonuclease VII large subunit [EC:3.1.11.6]	0	0	0	0	0	7	88	0	0	0	0	0	0	0	0	405	0	0	0	0	0	8	0	0	0	0	0	0	0	1	0	0	0	0
K03602 exodeoxyribonuclease VII small subunit [EC:3.1.11.6]	0	0	0	0	0	2	11	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
K03605 hydrogenase maturation protease [EC:3.4.23.-]	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	164	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
K03608 cell division topological specificity factor	0	0	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
K03609 septum site-determining protein MinD	0	0	0	0	0	2	40	0	0	0	0	0	0	0	0	8	0	0	0	0	0	3	0	0	0	0	0	0	0	3	0	0	0	28
K03610 septum site-determining protein MinC	0	0	7	0	0	11	27	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
K03612 Na+-translocating ferredoxin:NAD+ oxidoreductase subunit G	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	15	0	0	0	0	0	0	0	0	0	0	0	0
K03613 Na+-translocating ferredoxin:NAD+ oxidoreductase subunit E	0	0	0	0	0	0	58	0	0	0	0	0	0	0	0	17	0	0	0	0	0	13	0	0	0	0	0	0	0	0	0	0	0	0
K03614 Na+-translocating ferredoxin:NAD+ oxidoreductase subunit D [EC:7.2.1.2]	0	0	0	0	0	0	57	0	0	0	0	0	0	0	0	1055	0	0	0	0	0	31	0	0	0	0	0	0	0	10	0	0	0	0
K03615 Na+-translocating ferredoxin:NAD+ oxidoreductase subunit C [EC:7.2.1.2]	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	108	0	0	0	0	0	22	0	0	0	0	0	0	0	0	0	0	0	0
K03616 Na+-translocating ferredoxin:NAD+ oxidoreductase subunit B [EC:7.2.1.2]	0	0	0	0	0	0	137	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0
K03617 Na+-translocating ferredoxin:NAD+ oxidoreductase subunit A	0	0	0	0	0	0	30	0	0	0	0	0	0	0	0	277	0	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0
K03621 phosphate acyltransferase [EC:2.3.1.274]	0	0	11	0	0	8	72	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	1	0	0	0	0
K03624 transcription elongation factor GreA	0	0	0	0	0	5	16	0	0	0	0	0	0	0	0	165	0	0	0	0	0	5	0	0	0	0	0	0	0	6	0	0	0	0
K03625 transcription antitermination protein NusB	0	0	0	0	0	2	7	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	7	0	0	0	0
K03627 putative transcription factor	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	16
K03629 DNA replication and repair protein RecF	0	0	0	0	0	17	0	0	0	0	0	0	0	0	0	44	0	0	0	0	0	9	0	0	0	0	0	0	0	0	0	0	0	0
K03630 DNA repair protein RadC	3	0	0	0	0	23	80	0	0	0	0	0	0	0	0	210	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0
K03631 DNA repair protein RecN (Recombination protein N)	0	0	2	0	0	18	109	0	0	0	0	0	0	0	0	130	0	0	0	0	0	10	0	0	0	0	0	0	0	16	0	0	0	0
K03635 molybdopterin synthase catalytic subunit [EC:2.8.1.12]	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	22
K03636 sulfur-carrier protein	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3
K03637 cyclic pyranopterin monophosphate synthase [EC:4.6.1.17]	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	21
K03638 molybdopterin adenylyltransferase [EC:2.7.7.75]	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12
K03639 GTP 3',8-cyclase [EC:4.1.99.22]	0	0	120	0	0	0	0	0	0	0	0	0	0	0	0	29	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	47
K03641 TolB protein	0	0	31	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
K03647 protein involved in ribonucleotide reduction	0	0	0	0	0	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
K03648 uracil-DNA glycosylase [EC:3.2.2.27]	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
K03650 tRNA modification GTPase [EC:3.6.-.-]	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	104	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
K03652 DNA-3-methyladenine glycosylase [EC:3.2.2.21]	0	0	0	0	0	17	9	0	0	0	0	0	0	0	0	113	0	0	0	0	0	0	0	0	0	0	0	0	0	235	0	0	0	0
K03654 ATP-dependent DNA helicase RecQ [EC:3.6.4.12]	0	0	0	0	0	32	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
K03655 ATP-dependent DNA helicase RecG [EC:3.6.4.12]	0	0	0	0	0	25	34	0	0	0	0	0	0	0	0	118	0	0	0	0	0	5	0	0	0	0	0	0	0	3	0	0	0	0
K03657 DNA helicase II / ATP-dependent DNA helicase PcrA [EC:3.6.4.12]	0	0	2	0	0	27	727	0	0	0	0	0	0	0	0	44	0	0	0	0	0	16	0	0	0	0	0	0	0	0	0	0	0	56
K03660 N-glycosylase/DNA lyase [EC:3.2.2.- 4.2.99.18]	0	0	0	0	0	0	32	0	0	0	0	0	0	0	0	43	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0
K03664 SsrA-binding protein	0	0	0	0	0	0	14	0	0	0	0	0	0	0	0	30	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
K03665 GTPase	0	0	1	0	0	7	0	0	0	0	0	0	0	0	0	10	0	0	0	0	0	13	0	0	0	0	0	0	0	33	0	0	0	0
K03666 host factor-I protein	0	0	0	0	0	0	23	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
K03667 ATP-dependent HslUV protease ATP-binding subunit HslU	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
K03669 membrane glycosyltransferase [EC:2.4.1.-]	0	0	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
K03670 periplasmic glucans biosynthesis protein	0	0	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
K03671 thioredoxin 1	0	0	8	0	0	27	13	0	0	0	0	0	0	0	0	14	0	0	0	0	0	6	0	0	0	0	0	0	0	9	0	0	0	0
K03679 exosome complex component RRP4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
K03684 ribonuclease D [EC:3.1.13.5]	0	0	21	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
K03685 ribonuclease III [EC:3.1.26.3]	0	0	0	0	0	1	62	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	5	0	0	0	10
K03686 molecular chaperone DnaJ	0	0	12	0	0	4	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	3	0	0	0	0	0	0	0	1	0	0	0	23
K03687 molecular chaperone GrpE	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	496	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	19
K03688 ubiquinone biosynthesis protein	0	0	0	0	0	0	98	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	20
K03693 penicillin-binding protein 1B	0	0	0	0	0	68	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
K03694 ATP-dependent Clp protease ATP-binding subunit ClpA	0	0	0	0	0	0	161	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
K03695 ATP-dependent Clp protease ATP-binding subunit ClpB	0	0	2	0	0	28	91	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11	0	0	0	0	0	0	0	0	0	0	0	0
K03696 ATP-dependent Clp protease ATP-binding subunit ClpC	0	0	0	0	0	16	0	0	0	0	0	0	0	0	0	196	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
K03697 ATP-dependent Clp protease ATP-binding subunit ClpE	0	0	0	0	0	21	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
K03698 3'-5' exoribonuclease [EC:3.1.-.-]	0	0	0	0	0	10	231	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	14
K03699 putative hemolysin	0	0	7	0	0	25	123	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
K03700 recombination protein U	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
K03701 excinuclease ABC subunit A	2	0	1	0	0	14	119	0	0	0	0	0	0	0	0	40	0	0	0	0	0	16	0	0	0	0	0	0	0	0	0	0	0	38
K03702 excinuclease ABC subunit B	0	0	2	0	2	2	57	0	0	0	0	0	0	0	1	34	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	71
K03703 excinuclease ABC subunit C	0	0	1	0	0	14	0	0	0	0	0	0	0	0	0	150	0	0	0	0	0	10	0	0	0	0	0	0	0	5	0	0	0	46
K03704 cold shock protein	0	0	2	0	0	9	7	0	0	0	0	0	0	0	0	36	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
K03705 heat-inducible transcriptional repressor	0	0	0	0	0	5	172	0	0	0	0	0	0	0	0	223	0	0	0	0	0	2	0	0	0	0	0	0	0	9	0	0	0	0
K03706 transcriptional pleiotropic repressor	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
K03707 thiaminase (transcriptional activator TenA) [EC:3.5.99.2]	0	0	0	0	0	27	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
K03708 transcriptional regulator of stress and heat shock response	0	0	0	0	0	3	72	0	0	0	0	0	0	0	0	68	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
K03709 DtxR family transcriptional regulator, Mn-dependent transcriptional regulator	0	0	0	0	2	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	31
K03710 GntR family transcriptional regulator	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	1	6	0	0	0	0
K03711 Fur family transcriptional regulator, ferric uptake regulator	0	0	0	0	0	7	12	0	0	0	0	0	0	0	0	64	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0
K03713 MerR family transcriptional regulator, glutamine synthetase repressor	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
K03716 spore photoproduct lyase [EC:4.1.99.14]	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9	0	0	0	0	0	0	0	0	0	0	0	0
K03718 Lrp/AsnC family transcriptional regulator, regulator for asnA, asnC and gidA	0	0	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5
K03719 Lrp/AsnC family transcriptional regulator, leucine-responsive regulatory protein	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10	0	0	0	0	0	27	0	0	0	0	0	0	0	0	0	0	0	0
K03722 ATP-dependent DNA helicase DinG [EC:3.6.4.12]	0	0	11	0	0	56	0	0	0	0	0	0	0	0	0	21830	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
K03723 transcription-repair coupling factor (superfamily II helicase) [EC:3.6.4.-]	0	0	6	0	0	22	0	0	0	0	0	0	0	0	0	387	0	0	0	0	0	16	0	0	0	0	0	0	0	10	0	0	0	0
K03724 ATP-dependent helicase Lhr and Lhr-like helicase [EC:3.6.4.-]	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	39
K03725 archaea-specific helicase [EC:3.6.4.-]	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	33
K03726 helicase [EC:3.6.4.-]	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	65
K03727 ATP-dependent RNA helicase HelY [EC:3.6.4.-]	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
K03733 integrase/recombinase XerC	0	0	0	0	1	19	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
K03734 FAD:protein FMN transferase [EC:2.7.1.180]	0	0	0	0	0	0	57	0	0	0	0	0	0	0	0	417	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0
K03735 ethanolamine ammonia-lyase large subunit [EC:4.3.1.7]	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0
