#keggName_to_taxonName	Bacteroides fragilis	Bacteroides intestinalis	Bacteroides reticulotermitis	Bacteroidaceae bacterium HV4-6-C5C	Prevotella oryzae	Prevotella paludivivens	Desulfovibrio legallii	Pseudoclavibacter soli	Lactobacillus curvatus	Lactobacillus fuchuensis	Lactobacillus sakei	Leuconostoc gelidum	Clostridium amylolyticum	Clostridium kluyveri	Clostridium sp. JN-9	Clostridium sp. JN500901	Clostridium sp. KNHs216	Clostridium sp. PI-S10-A1B	Clostridium sp. W14A	uncultured Clostridiales bacterium	Oscillibacter ruminantium	Oscillibacter valericigenes	Oscillibacter sp. PC13	Caproiciproducens sp. NJN-50	Pseudoflavonifractor sp. Marseille-P3106	Ruminococcaceae bacterium HV4-5-B5C	Intestinimonas butyriciproducens	Clostridiales bacterium	Firmicutes bacterium CAG:83	Methanobacterium congolense	Methanobacterium paludis
K03389 heterodisulfide reductase subunit B2 [EC:1.8.7.3 1.8.98.4 1.8.98.5 1.8.98.6]	0	0	0	0	1	0	12	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
K03390 heterodisulfide reductase subunit C2 [EC:1.8.7.3 1.8.98.4 1.8.98.5 1.8.98.6]	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	46	4
K03394 precorrin-2/cobalt-factor-2 C20-methyltransferase [EC:2.1.1.130 2.1.1.151]	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	22	0	0	47	21
K03399 cobalt-precorrin-7 (C5)-methyltransferase [EC:2.1.1.289]	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	22	47
K03402 transcriptional regulator of arginine metabolism	0	0	17	1	0	0	0	0	0	0	122	15	0	151	0	0	1	0	4	0	9	5	0	7	0	1	0	0	63	0	0
K03404 magnesium chelatase subunit D [EC:6.6.1.1]	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	60	71
K03406 methyl-accepting chemotaxis protein	0	0	0	0	0	0	1	0	0	0	0	0	0	4162	0	0	4	4	8	0	31	401	0	72	0	7	0	0	0	0	0
K03407 two-component system, chemotaxis family, sensor kinase CheA [EC:2.7.13.3]	0	0	0	0	0	0	0	0	0	0	0	0	0	1371	0	0	1	0	9	0	239	134	0	9	0	48	0	41	0	0	0
K03408 purine-binding chemotaxis protein CheW	0	0	0	0	0	0	0	0	0	0	0	0	0	124	0	0	1	0	4	0	0	111	0	2	0	16	0	0	0	0	0
K03409 chemotaxis protein CheX	0	0	0	0	0	0	0	0	0	0	0	0	0	335	0	0	0	0	0	0	0	57	0	0	0	0	0	0	0	0	0
K03410 chemotaxis protein CheC	0	0	0	0	0	0	0	0	0	0	0	0	0	506	27	12	0	0	0	0	2	0	0	11	0	12	0	0	0	0	0
K03411 chemotaxis protein CheD [EC:3.5.1.44]	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	32	0	10	0	3	0	0	0	0	0
K03412 two-component system, chemotaxis family, protein-glutamate methylesterase/glutaminase [EC:3.1.1.61 3.5.1.44]	0	0	0	0	0	0	0	0	0	0	0	0	0	392	0	0	0	0	0	0	62	78	0	11	0	23	0	0	0	0	0
K03413 two-component system, chemotaxis family, chemotaxis protein CheY	0	0	0	0	0	0	0	0	0	0	0	0	0	110	0	0	0	0	1	0	0	1	0	0	0	0	0	2	0	0	0
K03415 two-component system, chemotaxis family, chemotaxis protein CheV	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	58	17	0	0	0	0	0	17	0	0	0
K03417 methylisocitrate lyase [EC:4.1.3.30]	0	0	0	0	0	0	0	108	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
K03420 proteasome regulatory subunit	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	2
K03421 methyl-coenzyme M reductase subunit C	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4
K03422 methyl-coenzyme M reductase subunit D	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	42	50
K03424 TatD DNase family protein [EC:3.1.21.-]	0	0	0	62	0	0	0	13	0	4	66	4	0	648	0	0	6	0	4	0	12	72	0	5	0	1	0	0	1	2	123
K03426 NAD+ diphosphatase [EC:3.6.1.22]	0	0	0	20	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11	35	0	0	0	0	0	0	0	3	79
K03427 type I restriction enzyme M protein [EC:2.1.1.72]	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	14	0	0	2	0	0	0	53
K03429 processive 1,2-diacylglycerol beta-glucosyltransferase [EC:2.4.1.315]	0	0	0	0	0	0	0	0	0	0	0	0	0	594	2	0	0	0	0	0	0	0	0	11	0	11	41	0	0	0	0
K03430 2-aminoethylphosphonate-pyruvate transaminase [EC:2.6.1.37]	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	150	0	0	0	0	0	0	0	0	0
K03431 phosphoglucosamine mutase [EC:5.4.2.10]	0	0	0	0	0	0	0	3	0	0	6	18	0	508	0	0	0	0	0	3	0	29	10	0	0	0	37	0	0	2	82
K03432 proteasome alpha subunit [EC:3.4.25.1]	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	32
K03433 proteasome beta subunit [EC:3.4.25.1]	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	6
K03436 DeoR family transcriptional regulator, fructose operon transcriptional repressor	0	0	0	0	0	0	0	0	2	0	110	22	0	0	0	0	0	0	5	0	0	0	0	10	0	0	0	0	0	0	0
K03437 RNA methyltransferase, TrmH family	0	9	0	0	0	1	0	0	3	5	26	8	0	160	0	0	5	0	0	0	19	108	0	5	2	2	0	1	16	0	0
K03438 16S rRNA (cytosine1402-N4)-methyltransferase [EC:2.1.1.199]	0	0	0	23	0	0	0	0	0	0	48	24	0	161	20	2	0	0	2	10	2	41	3	4	0	8	5	0	0	0	0
K03439 tRNA (guanine-N7-)-methyltransferase [EC:2.1.1.33]	0	0	0	8	0	0	0	0	0	0	15	10	0	144	0	0	2	0	0	0	2	24	3	7	0	7	21	4	7	0	0
K03442 small conductance mechanosensitive channel	32	0	0	47	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	106	0	0	0	0	19	0	0	0	75
K03446 MFS transporter, DHA2 family, multidrug resistance protein	0	0	0	0	0	0	0	0	0	0	33	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
K03449 MFS transporter, CP family, cyanate transporter	0	0	0	0	0	0	0	0	0	0	0	76	0	0	0	0	0	0	0	0	0	15	0	0	0	0	0	0	0	0	0
K03451 betaine/carnitine transporter, BCCT family	0	0	0	0	0	0	0	0	7	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
K03453 bile acid:Na+ symporter, BASS family	1	0	0	56	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
K03455 monovalent cation:H+ antiporter-2, CPA2 family	28	0	0	7	0	0	7	0	6	0	261	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
K03458 nucleobase:cation symporter-2, NCS2 family	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	1	1005	0	0	0	0	0	0	0	0	0
K03462 nicotinamide phosphoribosyltransferase [EC:2.4.2.12]	0	0	0	0	0	0	0	0	0	0	0	30	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
K03465 thymidylate synthase (FAD) [EC:2.1.1.148]	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	7	0	0	0	3	0	0	0
K03466 DNA segregation ATPase FtsK/SpoIIIE, S-DNA-T family	0	8	4	3	0	0	0	26	9	1	164	62	0	13	0	0	0	0	1	0	8	93	1	9	4	1	11	2	35	0	0
K03469 ribonuclease HI [EC:3.1.26.4]	0	0	0	11	0	0	1	0	5	0	0	21	0	0	0	0	3	0	1	0	2	2	0	1	0	4	0	0	0	0	0
K03470 ribonuclease HII [EC:3.1.26.4]	0	0	0	23	0	0	2	0	9	0	41	44	0	5	0	6	1	0	0	3	32	32	0	10	0	2	16	1	0	4	122
K03471 ribonuclease HIII [EC:3.1.26.4]	0	0	0	0	0	0	0	0	11	0	178	27	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	91
K03475 PTS system, ascorbate-specific IIC component	0	0	0	0	0	0	0	0	8	0	0	0	0	0	0	0	2	0	0	1	0	0	0	0	0	0	0	0	0	0	0
K03476 L-ascorbate 6-phosphate lactonase [EC:3.1.1.-]	0	0	0	0	0	0	0	0	5	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
K03478 chitin disaccharide deacetylase [EC:3.5.1.105]	0	0	0	0	0	0	0	0	19	0	154	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
K03483 mannitol operon transcriptional antiterminator	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
K03484 LacI family transcriptional regulator, sucrose operon repressor	0	0	0	0	0	0	0	0	0	0	351	57	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
K03486 GntR family transcriptional regulator, trehalose operon transcriptional repressor	0	0	0	0	0	0	0	0	0	0	101	14	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
K03488 beta-glucoside operon transcriptional antiterminator	0	0	0	0	0	0	0	0	0	0	0	63	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
K03491 lichenan operon transcriptional antiterminator	0	0	0	0	0	0	0	0	0	0	0	93	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
K03492 GntR family transcriptional regulator	0	0	0	0	0	0	0	0	14	0	116	29	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
K03493 transcriptional antiterminator	0	0	0	0	0	0	0	0	0	0	0	154	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
K03495 tRNA uridine 5-carboxymethylaminomethyl modification enzyme	0	0	0	11	0	0	0	0	0	3	0	0	15	229	0	0	0	0	3	0	29	104	11	0	0	22	7	2	0	0	0
K03496 chromosome partitioning protein	0	7	0	0	0	0	3	161	0	0	0	14	0	0	1	0	8	5	4	0	94	203	2	19	0	26	0	1	0	2	13
K03497 ParB family transcriptional regulator, chromosome partitioning protein	0	0	0	36	0	0	0	0	4	0	97	43	0	387	0	17	0	6	0	0	20	862	5	45	1	4	75	20	0	0	0
K03498 trk system potassium uptake protein	0	2	0	75	0	0	0	0	0	0	0	41	0	550	0	0	7	0	94	0	4	274	33	305	9	0	22	23	86	9	430
K03499 trk system potassium uptake protein	0	0	0	53	0	0	4	5	0	0	0	0	0	250	0	0	1	0	112	0	7	220	23	412	0	7	165	10	0	12	57
K03500 16S rRNA (cytosine967-C5)-methyltransferase [EC:2.1.1.176]	0	0	0	0	0	0	0	23	1	3	147	29	0	1092	0	0	0	0	0	0	14	167	2	10	0	1	0	0	0	0	0
K03501 16S rRNA (guanine527-N7)-methyltransferase [EC:2.1.1.170]	0	0	0	4	0	0	1	44	10	0	106	2	0	100	0	0	0	0	0	0	0	132	13	0	0	5	40	29	0	0	0
K03502 DNA polymerase V	0	0	0	0	0	0	0	0	1	0	256	34	0	0	0	0	0	0	0	0	0	942	0	0	0	0	0	0	0	0	0
K03503 DNA polymerase V [EC:3.4.21.-]	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
K03517 quinolinate synthase [EC:2.5.1.72]	0	0	0	0	0	0	0	35	0	0	0	0	0	576	0	0	0	0	0	0	0	0	0	0	0	0	0	7	0	3	103
K03518 aerobic carbon-monoxide dehydrogenase small subunit [EC:1.2.5.3]	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0
K03521 electron transfer flavoprotein beta subunit	0	0	1	0	0	0	0	0	0	0	0	0	0	393	3	50	0	0	1	0	2	7	2	11	0	4	29	0	0	0	0
K03522 electron transfer flavoprotein alpha subunit	0	0	0	0	0	0	0	0	0	0	0	0	0	492	67	0	0	0	1	3	4	0	1	136	0	0	13	0	1	0	0
K03523 biotin transport system substrate-specific component	0	0	0	0	0	0	0	0	12	0	114	48	0	509	0	0	0	0	0	0	24	74	0	7	4	4	4	1	0	12	78
K03524 BirA family transcriptional regulator, biotin operon repressor / biotin---[acetyl-CoA-carboxylase] ligase [EC:6.3.4.15]	0	2	0	0	0	0	0	0	7	0	48	56	0	0	0	0	0	0	1	0	8	0	66	3	0	5	2	110	0	1	41
K03525 type III pantothenate kinase [EC:2.7.1.33]	0	0	0	0	0	0	0	0	0	0	0	0	0	500	0	0	5	0	1	0	0	13	12	6	0	12	37	3	22	0	0
K03526 (E)-4-hydroxy-3-methylbut-2-enyl-diphosphate synthase [EC:1.17.7.1 1.17.7.3]	0	0	0	24	0	0	0	0	0	0	0	0	0	342	0	0	0	0	0	0	0	5	7	11	0	5	12	4	17	0	0
K03527 4-hydroxy-3-methylbut-2-en-1-yl diphosphate reductase [EC:1.17.7.4]	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	2	0	5	0	15	74	2	21	0	6	42	0	41	0	0
K03529 chromosome segregation protein	0	0	0	0	0	0	0	7	7	4	198	163	0	540	0	0	0	0	4	0	23	107	10	8	1	13	55	8	4	0	0
K03530 DNA-binding protein HU-beta	0	0	0	4	0	0	0	12	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
K03531 cell division protein FtsZ	0	0	0	0	0	0	0	160	0	0	122	12	0	33	0	0	0	0	0	0	1	0	0	3	0	0	8	0	0	17	1
K03536 ribonuclease P protein component [EC:3.1.26.5]	0	0	0	21	0	0	0	0	0	0	30	0	0	0	0	0	0	0	0	0	0	21	0	5	0	2	0	9	0	0	0
K03537 ribonuclease P/MRP protein subunit POP5 [EC:3.1.26.5]	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	73
K03538 ribonuclease P protein subunit POP4 [EC:3.1.26.5]	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	28
K03539 ribonuclease P/MRP protein subunit RPP1 [EC:3.1.26.5]	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	86
K03540 ribonuclease P protein subunit RPR2 [EC:3.1.26.5]	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	87
K03543 membrane fusion protein, multidrug efflux system	1	2	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
K03544 ATP-dependent Clp protease ATP-binding subunit ClpX	2	8	0	22	0	0	1	8	0	0	20	8	0	0	0	0	0	0	3	0	19	23	0	3	0	18	8	0	5	0	0
K03545 trigger factor	8	4	0	11	0	0	3	96	0	0	29	0	0	405	1	0	0	0	4	0	5	48	0	7	0	2	41	0	0	0	0
K03546 DNA repair protein SbcC/Rad50	0	0	0	0	0	0	0	0	0	0	0	0	2	1433	13	0	0	0	1	0	0	0	0	21	0	3	0	0	0	22	7
K03547 DNA repair protein SbcD/Mre11	0	0	2	0	0	0	0	0	6	0	152	36	29	159	0	0	0	0	0	0	2	81	0	16	1	3	53	0	4	35	17
K03549 KUP system potassium uptake protein	0	0	0	0	0	0	0	64	7	4	248	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
K03550 holliday junction DNA helicase RuvA [EC:3.6.4.12]	0	0	0	0	0	0	0	0	6	1	63	9	0	50	18	0	0	0	2	0	0	9	0	2	0	3	45	0	5	0	0
K03551 holliday junction DNA helicase RuvB [EC:3.6.4.12]	0	0	0	0	0	0	0	73	0	0	29	12	0	187	0	0	0	0	0	0	0	0	0	0	1	3	7	0	0	0	0
K03552 holliday junction resolvase Hjr [EC:3.1.22.4]	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	93
K03553 recombination protein RecA	0	0	0	1	0	0	0	0	6	1	38	0	0	43	0	0	1	0	0	0	0	6	0	0	0	1	0	1	1	0	0
K03555 DNA mismatch repair protein MutS	0	0	0	11	0	0	3	0	9	0	4	79	0	788	5	0	0	0	6	1	76	64	23	0	0	4	0	187	1	0	0
K03556 LuxR family transcriptional regulator, maltose regulon positive regulatory protein	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	10	0	2	0	2537	0	0	0	3	0	0	0	0	0
K03558 membrane protein required for colicin V production	40	0	0	12	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
K03559 biopolymer transport protein ExbD	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	24
K03561 biopolymer transport protein ExbB	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	73
K03562 biopolymer transport protein TolQ	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
K03563 carbon storage regulator	0	0	0	0	0	0	0	0	0	0	0	0	0	72	0	0	0	0	0	0	7	4	0	2	0	2	0	0	0	0	0
K03565 regulatory protein	0	5	0	22	0	0	0	0	1	0	0	29	0	109	0	0	0	0	0	0	1	0	0	4	0	2	0	0	0	0	0
K03568 TldD protein	0	0	0	16	0	0	0	0	0	0	0	0	0	0	11	0	0	0	0	0	0	0	0	0	0	0	0	9	0	6	83
K03569 rod shape-determining protein MreB and related proteins	0	0	0	0	0	0	0	0	0	0	64	0	0	102	0	0	3	0	1	0	0	2	0	5	0	23	2	16	1	11	10
K03570 rod shape-determining protein MreC	0	0	39	7	0	0	0	0	0	0	92	5	0	379	0	0	2	0	4	0	59	44	1	7	0	6	72	0	0	0	0
K03571 rod shape-determining protein MreD	0	0	0	0	0	0	0	0	11	0	9	31	0	293	0	0	0	0	0	0	0	0	0	12	0	0	0	0	0	0	0
K03572 DNA mismatch repair protein MutL	0	5	0	11	0	0	0	0	14	0	126	55	0	830	2	0	6	0	1	1	22	0	13	14	7	13	53	3	3	0	0
K03574 8-oxo-dGTP diphosphatase [EC:3.6.1.55]	0	0	0	0	0	0	0	0	3	0	153	18	0	0	0	0	0	0	0	0	0	53	0	7	0	0	0	1	0	23	15
K03575 A/G-specific adenine glycosylase [EC:3.2.2.31]	0	0	0	32	0	1	0	2	1	0	85	33	0	0	0	0	4	0	0	0	4	0	2	5	1	3	6	76	16	0	0
K03578 ATP-dependent helicase HrpA [EC:3.6.4.13]	0	0	0	0	0	0	0	183	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
K03579 ATP-dependent helicase HrpB [EC:3.6.4.13]	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
K03581 exodeoxyribonuclease V alpha subunit [EC:3.1.11.5]	0	0	0	0	0	0	0	0	13	2	19	71	0	4	0	0	5	0	0	1	33	121	24	11	0	14	0	45	0	0	0
K03584 DNA repair protein RecO (recombination protein O)	0	0	0	1	0	0	0	0	2	1	50	0	0	281	0	0	0	0	0	0	16	115	0	4	0	0	2	0	0	0	0
K03585 membrane fusion protein, multidrug efflux system	0	0	0	13	0	0	20	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
K03587 cell division protein FtsI (penicillin-binding protein 3) [EC:3.4.16.4]	21	0	0	18	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
K03588 cell division protein FtsW	0	0	0	5	0	0	0	5	12	0	22	18	0	150	0	2	4	0	0	0	0	0	7	2	12	4	103	0	0	0	0
K03589 cell division protein FtsQ	0	0	0	0	0	2	0	0	7	0	169	61	0	419	0	0	0	0	0	0	0	42	0	12	0	0	0	0	0	0	0
K03590 cell division protein FtsA	0	0	0	1	0	0	0	0	4	12	0	53	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
K03592 PmbA protein	0	0	1	80	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	16	157
K03593 ATP-binding protein involved in chromosome partitioning	0	0	0	0	0	0	0	45	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
K03594 bacterioferritin [EC:1.16.3.1]	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11	0	0	0	0	0	2	1
K03595 GTPase	4	0	0	10	0	0	3	0	0	0	2	2	0	294	0	0	0	0	1	0	0	21	5	9	0	6	10	4	2	0	0
K03596 GTP-binding protein LepA	0	0	0	1	0	0	0	1	0	0	23	0	0	0	0	0	0	0	3	0	1	4	29	0	2	1	25	20	0	0	0
K03601 exodeoxyribonuclease VII large subunit [EC:3.1.11.6]	0	0	0	18	0	0	0	46	11	0	70	32	3	464	1	0	1	0	1	0	0	95	28	7	0	0	21	5	0	0	0
K03602 exodeoxyribonuclease VII small subunit [EC:3.1.11.6]	0	0	0	0	0	0	0	0	0	0	0	3	0	54	0	0	0	0	0	0	0	7	0	6	0	0	10	0	0	0	0
K03605 hydrogenase maturation protease [EC:3.4.23.-]	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	270	0	0	0	0	0	0	0	0	0
K03606 putative colanic acid biosysnthesis UDP-glucose lipid carrier transferase	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
K03609 septum site-determining protein MinD	0	0	0	0	0	0	0	0	0	0	18	0	0	212	0	0	1	0	0	0	5	3	2	3	1	9	4	0	7	7	69
K03610 septum site-determining protein MinC	0	0	0	0	0	0	0	0	4	3	112	0	0	99	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
K03612 Na+-translocating ferredoxin:NAD+ oxidoreductase subunit G	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11	0	0	0	0	0	0	0
K03613 Na+-translocating ferredoxin:NAD+ oxidoreductase subunit E	0	0	0	0	0	0	0	0	0	0	0	0	0	243	0	0	0	0	0	0	58	8	0	22	0	2	2	20	0	0	0
K03614 Na+-translocating ferredoxin:NAD+ oxidoreductase subunit D [EC:7.2.1.2]	0	0	0	0	0	0	0	0	0	0	0	0	0	390	0	0	0	0	1	0	0	96	35	36	0	14	55	7	0	0	0
K03615 Na+-translocating ferredoxin:NAD+ oxidoreductase subunit C [EC:7.2.1.2]	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	6	0	0	0	6	9	1	25	0	0	12	13	0	0	0
K03616 Na+-translocating ferredoxin:NAD+ oxidoreductase subunit B [EC:7.2.1.2]	0	0	0	0	0	0	0	0	0	0	0	0	0	631	0	1	0	0	1	0	7	0	0	6	0	0	0	13	15	0	0
K03617 Na+-translocating ferredoxin:NAD+ oxidoreductase subunit A	0	0	0	0	0	0	0	0	0	0	0	0	0	154	0	0	0	0	0	0	1	27	0	14	0	0	0	0	0	0	0
K03621 phosphate acyltransferase [EC:2.3.1.274]	0	0	0	0	0	0	4	0	0	0	69	31	0	279	2	0	7	0	1	0	61	0	6	6	0	6	11	2	0	0	0
K03624 transcription elongation factor GreA	0	0	0	0	0	0	0	1	0	0	15	7	0	113	0	0	0	0	0	0	0	54	0	1	13	16	22	2	0	0	0
K03625 transcription antitermination protein NusB	0	0	0	0	0	0	0	0	0	0	54	8	0	60	0	0	0	0	0	6	20	6	0	8	1	0	29	0	0	0	0
K03626 nascent polypeptide-associated complex subunit alpha	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	6
K03627 putative transcription factor	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	42
K03628 transcription termination factor Rho	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
K03629 DNA replication and repair protein RecF	0	0	0	13	0	0	0	44	13	2	92	5	0	14	0	0	0	0	0	0	1	45	1	24	0	4	4	49	0	0	0
K03630 DNA repair protein RadC	0	0	0	8	0	0	0	0	3	1	0	4	0	331	0	0	2	0	2	0	0	72	0	6	0	19	15	0	0	0	0
K03631 DNA repair protein RecN (Recombination protein N)	0	0	0	1	0	0	0	0	1	2	120	18	0	386	17	0	5	0	4	9	19	10	4	13	0	10	34	2	0	0	0
K03635 molybdopterin synthase catalytic subunit [EC:2.8.1.12]	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	45
K03636 sulfur-carrier protein	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	20
K03637 cyclic pyranopterin monophosphate synthase [EC:4.6.1.17]	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	18	0	0	0	0	0	0	0	1	58
K03638 molybdopterin adenylyltransferase [EC:2.7.7.75]	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	25
K03639 GTP 3',8-cyclase [EC:4.1.99.22]	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	44	0	0	0	0	0	0	0	7	149
K03644 lipoyl synthase [EC:2.8.1.8]	5	0	0	5	0	0	0	18	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0
K03647 protein involved in ribonucleotide reduction	0	0	0	0	0	0	0	0	15	0	101	17	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
K03648 uracil-DNA glycosylase [EC:3.2.2.27]	0	0	0	17	0	0	0	0	1	0	46	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
K03649 double-stranded uracil-DNA glycosylase [EC:3.2.2.28]	0	0	0	0	0	0	0	15	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
K03650 tRNA modification GTPase [EC:3.6.-.-]	0	0	0	3	0	0	1	0	0	3	8	0	0	6	8	0	1	0	5	0	13	40	0	17	0	0	0	0	0	0	0
K03652 DNA-3-methyladenine glycosylase [EC:3.2.2.21]	0	0	0	0	0	0	0	0	3	0	21	0	0	115	0	0	0	0	0	0	0	101	15	0	13	0	61	0	0	0	0
K03654 ATP-dependent DNA helicase RecQ [EC:3.6.4.12]	0	0	0	32	0	2	0	50	19	0	263	19	0	2	63	0	0	0	0	0	0	0	0	0	0	4	0	0	0	60	0
