#keggName_to_taxonName	Bacteroides fragilis	Bacteroides graminisolvens	Bacteroides ihuae	Bacteroides luti	Bacteroides pyogenes	Bacteroides reticulotermitis	Bacteroides sp. KCTC 15687	Bacteroidaceae bacterium HV4-6-C5C	Prevotella oryzae	Prevotella paludivivens	Desulfovibrio legallii	Pseudoclavibacter soli	Lactobacillus paracasei	Lactobacillus fuchuensis	Lactobacillus sakei	Leuconostoc gelidum	Clostridium amylolyticum	Clostridium kluyveri	Clostridium luticellarii	Clostridium sp. JN500901	Clostridium sp. KNHs216	Clostridium sp. W14A	uncultured Clostridiales bacterium	Anaerotignum propionicum	Oscillibacter ruminantium	Oscillibacter valericigenes	Caproiciproducens galactitolivorans	Caproiciproducens sp. NJN-50	Pseudoflavonifractor sp. Marseille-P3106	Ruminococcaceae bacterium D5	Ruminococcaceae bacterium HV4-5-B5C	Intestinimonas butyriciproducens	Intestinimonas timonensis	Clostridiales bacterium	Methanobacterium paludis
K03735 ethanolamine ammonia-lyase large subunit [EC:4.3.1.7]	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0
K03736 ethanolamine ammonia-lyase small subunit [EC:4.3.1.7]	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	41	0	0	0
K03737 pyruvate-ferredoxin/flavodoxin oxidoreductase [EC:1.2.7.1 1.2.7.-]	0	0	0	0	0	0	0	0	0	0	23	0	0	0	0	0	0	530	0	0	0	0	0	110	0	18	0	7	0	0	0	3	0	0	0
K03738 aldehyde:ferredoxin oxidoreductase [EC:1.2.7.5]	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	22	0	0	0	0	0	0	0	0	0	0	0
K03739 membrane protein involved in D-alanine export	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11	28	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
K03740 D-alanine transfer protein	0	0	0	0	0	0	0	0	0	0	0	0	0	0	85	29	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
K03741 arsenate reductase (thioredoxin) [EC:1.20.4.4]	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11	0	5	0	8	0	0	0	0	0	0	0
K03742 nicotinamide-nucleotide amidase [EC:3.5.1.42]	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	377	0	0	0	0	0	10	0	27	0	1	0	0	0	20	0	0	0
K03744 LemA protein	0	0	0	0	0	0	0	0	0	0	0	0	0	0	15	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3
K03750 molybdopterin molybdotransferase [EC:2.10.1.1]	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	116	0	41	0	0	0	0	0	0	0	0	107
K03753 molybdopterin-guanine dinucleotide biosynthesis adapter protein	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5
K03758 arginine:ornithine antiporter / lysine permease	0	0	0	0	0	0	0	0	0	0	0	0	0	0	45	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
K03761 MFS transporter, MHS family, alpha-ketoglutarate permease	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	17	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
K03763 DNA polymerase III subunit alpha, Gram-positive type [EC:2.7.7.7]	0	0	0	0	0	0	0	0	0	0	0	0	0	0	90	39	0	468	0	0	0	0	0	53	0	0	0	9	0	0	0	20	0	0	0
K03767 peptidyl-prolyl cis-trans isomerase A (cyclophilin A) [EC:5.2.1.8]	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	22	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
K03768 peptidyl-prolyl cis-trans isomerase B (cyclophilin B) [EC:5.2.1.8]	0	0	0	0	0	0	0	0	0	0	0	0	2	0	22	6	0	3	0	0	0	0	0	40	0	0	0	1	0	0	0	30	0	0	0
K03770 peptidyl-prolyl cis-trans isomerase D [EC:5.2.1.8]	3	0	0	0	0	0	0	0	0	0	25	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
K03771 peptidyl-prolyl cis-trans isomerase SurA [EC:5.2.1.8]	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
K03775 FKBP-type peptidyl-prolyl cis-trans isomerase SlyD [EC:5.2.1.8]	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9
K03777 D-lactate dehydrogenase (quinone) [EC:1.1.5.12]	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
K03778 D-lactate dehydrogenase [EC:1.1.1.28]	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	29	0	95	0	0	0	0	0	9	0	112	0	16	0	0	0	0	0	0	0
K03781 catalase [EC:1.11.1.6]	0	0	0	0	0	0	0	0	0	0	0	0	0	0	15	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
K03783 purine-nucleoside phosphorylase [EC:2.4.2.1]	0	0	0	0	0	0	0	0	0	0	19	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0
K03784 purine-nucleoside phosphorylase [EC:2.4.2.1]	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	6	0	2	0	0	0	0	0	0	0	0	0
K03785 3-dehydroquinate dehydratase I [EC:4.2.1.10]	0	0	0	0	0	0	0	0	0	0	0	0	0	0	24	31	0	77	0	3	0	0	0	0	0	13	0	2	0	0	0	0	0	0	4
K03786 3-dehydroquinate dehydratase II [EC:4.2.1.10]	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0
K03787 5'-nucleotidase [EC:3.1.3.5]	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	185	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4
K03789 [ribosomal protein S18]-alanine N-acetyltransferase [EC:2.3.1.266]	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11	29	0	86	0	0	0	0	0	9	0	1	0	0	0	0	0	0	0	0	3
K03790 [ribosomal protein S5]-alanine N-acetyltransferase [EC:2.3.1.267]	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	28	0	0	0	0	0	0	0	40	0	0	0	0	0	0	0	0	0	0	0
K03797 carboxyl-terminal processing protease [EC:3.4.21.102]	3	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	264	0	0	0	0	0	27	0	0	0	4	0	0	0	162	0	0	0
K03798 cell division protease FtsH [EC:3.4.24.-]	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11	17	0	32	0	0	0	0	0	52	0	41	0	13	0	0	0	0	0	0	0
K03799 heat shock protein HtpX [EC:3.4.24.-]	0	0	0	0	0	0	0	0	0	2	7	0	0	0	20	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	65
K03800 lipoate---protein ligase [EC:6.3.1.20]	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	13	0	82	0	0	0	0	0	39	0	0	0	4	0	0	0	0	0	0	0
K03801 lipoyl(octanoyl) transferase [EC:2.3.1.181]	50	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
K03802 cyanophycin synthetase [EC:6.3.2.29 6.3.2.30]	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	371	0	0	0	0	0	0	0	0	0	23	0	0	0	0	0	0	0
K03803 sigma-E factor negative regulatory protein RseC	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	78	0	0	0	0	0	19	0	0	0	0	0	0	0	0	0	0	0
K03810 virulence factor	0	0	0	0	0	0	0	0	0	0	0	0	15	0	59	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
K03811 nicotinamide mononucleotide transporter	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	17	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
K03813 molybdenum transport protein [EC:2.4.2.-]	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
K03814 monofunctional glycosyltransferase [EC:2.4.1.129]	13	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
K03816 xanthine phosphoribosyltransferase [EC:2.4.2.22]	1	0	0	0	0	0	0	0	0	0	0	0	0	0	6	16	0	0	0	0	0	0	0	4	0	3	0	0	0	0	0	8	0	0	0
K03817 ribosomal-protein-serine acetyltransferase [EC:2.3.1.-]	0	0	0	0	0	0	0	0	0	0	0	0	18	0	0	18	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
K03820 apolipoprotein N-acyltransferase [EC:2.3.1.269]	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
K03823 phosphinothricin acetyltransferase [EC:2.3.1.183]	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	27	0	84	0	0	0	0	0	0	0	0	0
K03827 putative acetyltransferase [EC:2.3.1.-]	0	0	0	0	0	0	0	0	0	0	0	0	0	0	19	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
K03841 fructose-1,6-bisphosphatase I [EC:3.1.3.11]	0	0	0	0	0	0	0	0	0	0	45	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
K03856 3-deoxy-7-phosphoheptulonate synthase [EC:2.5.1.54]	0	0	0	0	0	0	0	0	0	0	0	0	0	0	24	13	0	32	0	0	0	0	0	5	0	0	0	0	0	0	0	25	0	0	0
K03885 NADH dehydrogenase [EC:1.6.99.3]	8	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
K03892 ArsR family transcriptional regulator, arsenate/arsenite/antimonite-responsive transcriptional repressor	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
K03924 MoxR-like ATPase [EC:3.6.3.-]	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	16	0	0	0	0	0	0	0	0	0	0	0
K03925 MraZ protein	55	0	0	0	0	0	0	0	0	0	2	0	0	0	23	6	0	0	0	0	0	0	0	3	0	0	0	4	0	0	0	6	0	0	0
K03926 periplasmic divalent cation tolerance protein	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
K03928 carboxylesterase [EC:3.1.1.1]	0	0	0	0	0	0	0	0	0	0	0	0	0	0	58	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
K03930 putative tributyrin esterase [EC:3.1.1.-]	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
K03969 phage shock protein A	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	27	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
K03973 phage shock protein C	0	0	0	0	0	0	0	0	0	0	0	0	0	0	16	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
K03975 membrane-associated protein	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
K03976 Cys-tRNA(Pro)/Cys-tRNA(Cys) deacylase [EC:3.1.1.-]	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	17	0	0	0	0	0	0	0	2	0	24	0	1	0	0	0	7	0	0	0
K03977 GTPase	0	0	0	0	0	0	0	0	0	0	14	0	0	0	8	0	0	112	0	0	0	0	0	6	0	1	0	1	0	0	0	0	0	0	0
K03978 GTP-binding protein	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	11	0	0	0	0	0	0	0	37	0	0	0
K03979 GTPase [EC:3.6.5.-]	0	0	0	0	0	0	0	0	0	0	0	0	12	0	23	8	0	0	0	0	0	0	0	13	0	0	0	1	0	0	0	0	0	0	0
K03980 putative peptidoglycan lipid II flippase	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	77	0	0	0	0	0	0	0	0	0	0	0
K04024 ethanolamine utilization protein EutJ	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	192	0	0	0	0	0	0	0	52	0	0	0	0	0	0	0	0	0
K04028 ethanolamine utilization protein EutN	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	32	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
K04029 ethanolamine utilization protein EutP	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	280	0	0	0	0	0	0	0	43	0	0	0	0	0	7	0	0	0
K04031 ethanolamine utilization protein EutS	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	94	0	0	0	0	0	0	0	68	0	0	0	0	0	8	0	0	0
K04041 fructose-1,6-bisphosphatase III [EC:3.1.3.11]	0	0	0	0	0	0	0	0	0	0	0	0	0	0	89	0	0	0	0	0	0	0	0	15	0	0	0	7	0	0	0	0	0	0	0
K04042 bifunctional UDP-N-acetylglucosamine pyrophosphorylase / Glucosamine-1-phosphate N-acetyltransferase [EC:2.7.7.23 2.3.1.157]	0	0	0	0	0	0	0	0	0	0	0	0	0	0	19	33	0	190	0	0	0	0	0	31	0	6	0	2	0	0	0	25	0	0	0
K04043 molecular chaperone DnaK	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	3	0	3	0	0	0	0	0	0	0	0	0	1	0	0	0	6	0	0	9
K04061 flagellar biosynthesis protein	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	40	0	0	0	0	0	2	0	2	0	0	0	0	0	0	0	0	0
K04063 lipoyl-dependent peroxidase	0	0	0	0	0	0	0	0	0	0	0	0	2	0	12	25	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
K04066 primosomal protein N' (replication factor Y) (superfamily II helicase) [EC:3.6.4.-]	0	0	0	0	0	0	0	0	0	0	0	0	2	0	56	20	0	167	0	0	0	0	0	52	0	30	0	7	0	0	0	32	0	0	0
K04068 anaerobic ribonucleoside-triphosphate reductase activating protein [EC:1.97.1.4]	0	0	0	0	0	0	0	0	0	0	0	0	0	0	13	17	0	26	0	0	0	0	0	34	0	1	0	0	0	0	0	10	0	0	0
K04069 pyruvate formate lyase activating enzyme [EC:1.97.1.4]	0	0	0	0	0	0	0	0	0	0	0	0	0	0	14	0	0	136	0	0	0	0	0	66	0	149	0	9	0	0	0	0	0	0	59
K04070 putative pyruvate formate lyase activating enzyme [EC:1.97.1.4]	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	42	0	4	0	11	0	0	0	0	0	0	0
K04072 acetaldehyde dehydrogenase / alcohol dehydrogenase [EC:1.2.1.10 1.1.1.1]	0	0	0	0	0	0	0	0	0	0	0	0	1	1	40	1	0	0	0	0	0	0	0	46	0	37	0	0	0	0	0	0	0	1	0
K04074 cell division initiation protein	0	0	0	0	0	0	0	0	0	0	0	0	0	0	31	11	0	0	0	0	0	0	0	1	0	0	0	2	0	0	0	5	0	0	0
K04075 tRNA(Ile)-lysidine synthase [EC:6.3.4.19]	38	0	0	0	0	0	0	0	0	0	0	0	8	0	78	48	0	0	0	0	0	0	0	39	0	31	0	0	0	0	0	0	0	0	0
K04076 ATP-dependent Lon protease [EC:3.4.21.53]	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	32	0	0	0	0	0	0	0	0	0	0	3
K04077 chaperonin GroEL	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	30	0	0	0	0	0	4	0	2	0	0	0	0	0	40	0	0	0
K04078 chaperonin GroES	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
K04079 molecular chaperone HtpG	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	20	0	0	0	0	0	23	0	3	0	2	0	0	0	84	0	0	0
K04083 molecular chaperone Hsp33	0	0	0	0	0	0	0	0	0	0	0	0	0	3	14	15	0	143	0	0	0	0	0	16	0	3	0	0	0	0	0	21	0	0	0
K04084 thiol:disulfide interchange protein DsbD [EC:1.8.1.8]	51	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
K04086 ATP-dependent Clp protease ATP-binding subunit ClpL	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
K04093 chorismate mutase [EC:5.4.99.5]	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7
K04094 methylenetetrahydrofolate--tRNA-(uracil-5-)-methyltransferase [EC:2.1.1.74]	0	0	0	0	0	0	0	0	0	0	0	0	0	0	13	0	0	0	0	0	0	0	0	0	0	2	0	1	0	0	0	0	0	0	0
K04095 cell filamentation protein	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	77	0	0	0	0	0	0	0	0	0
K04096 DNA processing protein	2	0	0	0	0	0	0	0	0	0	0	0	0	0	32	31	0	89	0	0	0	0	0	27	0	0	0	3	0	0	0	0	0	0	0
K04477 putative hydrolase	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	29	0	0	0	9	0	0	0	0	0	0	0
K04480 methanol---5-hydroxybenzimidazolylcobamide Co-methyltransferase [EC:2.1.1.90]	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	28
K04484 DNA repair protein RadB	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	34
K04485 DNA repair protein RadA/Sms	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	85	0	0	0	0	0	21	0	1	0	2	0	0	0	1	0	0	0
K04486 histidinol-phosphatase (PHP family) [EC:3.1.3.15]	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	91	0	0	0	0	0	33	0	30	0	0	0	0	0	225	0	0	0
K04487 cysteine desulfurase [EC:2.8.1.7]	0	0	0	0	0	0	0	0	0	0	0	0	0	0	25	0	0	103	0	0	0	0	0	42	0	11	0	42	0	0	0	27	0	0	10
K04488 nitrogen fixation protein NifU and related proteins	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	1	0	29	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0
K04516 chorismate mutase [EC:5.4.99.5]	0	0	0	0	0	0	0	0	0	0	0	0	0	0	23	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
K04517 prephenate dehydrogenase [EC:1.3.1.12]	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	33	0	187	0	0	0	0	0	22	0	0	0	0	0	0	0	8	0	0	8
K04518 prephenate dehydratase [EC:4.2.1.51]	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	28
K04562 flagellar biosynthesis protein FlhG	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	129	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
K04564 superoxide dismutase, Fe-Mn family [EC:1.15.1.1]	0	0	0	0	0	0	0	0	0	0	0	0	33	0	2	0	0	100	0	0	0	0	0	35	0	0	0	0	0	0	0	11	0	0	1
K04565 superoxide dismutase, Cu-Zn family [EC:1.15.1.1]	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0
K04566 lysyl-tRNA synthetase, class I [EC:6.1.1.6]	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	15
K04567 lysyl-tRNA synthetase, class II [EC:6.1.1.6]	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	44	0	0	0	0	0	11	0	1	0	0	0	0	0	0	0	0	0
K04652 hydrogenase nickel incorporation protein HypB	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4
K04653 hydrogenase expression/formation protein HypC	0	0	0	0	0	0	0	0	0	0	8	0	0	0	0	0	0	0	0	0	0	0	0	10	0	36	0	0	0	0	0	0	0	0	6
K04654 hydrogenase expression/formation protein HypD	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	24	0	466	0	0	0	0	0	0	0	0	8
K04655 hydrogenase expression/formation protein HypE	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	155	0	0	0	0	0	23	0	400	0	0	0	0	0	0	0	0	2
K04656 hydrogenase maturation protein HypF	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	125	0	120	0	0	0	0	0	0	0	0	39
K04720 threonine-phosphate decarboxylase [EC:4.1.1.81]	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	30	0	0	0	0	0	0	0	87	0	0	0
K04751 nitrogen regulatory protein P-II 1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	25	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	5
K04758 ferrous iron transport protein A	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	81	0	0	0	0	0	18	0	17	0	5	0	0	0	0	0	0	0
K04759 ferrous iron transport protein B	26	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	235	0	0	0	0	0	147	0	152	0	46	0	0	0	111	0	0	93
K04763 integrase/recombinase XerD	0	0	0	0	0	0	0	0	0	0	0	0	0	1	30	12	0	0	0	0	0	0	0	17	0	7	0	4	0	0	0	112	0	0	11
K04767 acetoin utilization protein AcuB	0	0	0	0	0	0	0	0	0	0	11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
K04769 AbrB family transcriptional regulator, stage V sporulation protein T	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	61	0	0	0	0	0	0	0	2	0	2	0	0	0	6	0	0	0
K04771 serine protease Do [EC:3.4.21.107]	0	0	0	0	0	0	0	0	0	0	0	0	0	0	13	26	0	247	0	0	0	0	0	86	0	0	0	0	0	0	0	102	0	0	0
K04794 peptidyl-tRNA hydrolase, PTH2 family [EC:3.1.1.29]	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4
K04795 fibrillarin-like pre-rRNA processing protein	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	20
K04796 small nuclear ribonucleoprotein	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
K04797 prefoldin alpha subunit	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9
K04798 prefoldin beta subunit	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9
K04799 flap endonuclease-1 [EC:3.-.-.-]	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	34
K04800 replication factor C large subunit	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	36
K04801 replication factor C small subunit	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7
K04802 proliferating cell nuclear antigen	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2
K05306 phosphonoacetaldehyde hydrolase [EC:3.11.1.1]	0	0	0	0	0	0	0	0	0	0	0	0	0	0	58	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
K05311 central glycolytic genes regulator	0	0	0	0	0	0	0	0	0	0	0	0	0	1	8	0	0	0	0	0	0	0	0	23	0	0	0	0	0	0	0	0	0	0	0
K05337 ferredoxin	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12	0	0	38	0	0	0	0	0	9	0	0	0	3	0	0	0	1	0	0	1
K05340 glucose uptake protein	0	0	0	0	0	0	0	0	0	0	0	0	0	0	14	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
K05349 beta-glucosidase [EC:3.2.1.21]	796	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	18	0	0	0	0	0	0	0
K05363 serine/alanine adding enzyme [EC:2.3.2.10]	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
K05364 penicillin-binding protein A	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	180	0	0	0	0	0	35	0	0	0	7	0	0	0	0	0	0	0
K05366 penicillin-binding protein 1A [EC:2.4.1.129 3.4.16.4]	1	0	0	0	0	0	0	2	0	0	0	0	0	2	130	59	0	576	0	1	0	0	0	61	0	35	0	14	0	0	0	422	0	0	0
K05396 D-cysteine desulfhydrase [EC:4.4.1.15]	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	14	0	0	0	0	0	0	0	0	0
K05515 penicillin-binding protein 2 [EC:3.4.16.4]	3	0	0	0	0	0	0	0	0	0	20	0	0	0	0	0	0	705	0	0	0	0	0	95	0	0	0	14	0	0	0	0	0	0	0
K05520 protease I [EC:3.5.1.124]	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9	0	5	0	0	0	0	0	0	0	0	0
K05540 tRNA-dihydrouridine synthase B [EC:1.-.-.-]	0	0	0	0	0	0	0	0	0	0	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
K05566 multicomponent Na+:H+ antiporter subunit B	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12	0	12	0	0	0	0	0	0	0	0	0
