#keggName_to_taxonName	Bacteroides fragilis	Bacteroides graminisolvens	Bacteroides ihuae	Bacteroides intestinalis	Bacteroides luti	Bacteroides reticulotermitis	Bacteroidaceae bacterium HV4-6-C5C	Dysgonomonas sp. BGC7	Prevotella oryzae	Prevotella paludivivens	Desulfovibrio legallii	Desulfovibrio sp. AM18-2	Actinomyces provencensis	Pseudoclavibacter soli	Lactobacillus paracasei	Lactobacillus fuchuensis	Lactobacillus sakei	Leuconostoc gelidum	Clostridium amylolyticum	Clostridium carboxidivorans	Clostridium drakei	Clostridium kluyveri	Clostridium luticellarii	Clostridium scatologenes	Clostridium tyrobutyricum	Clostridium sp. JN-9	Clostridium sp. JN500901	Clostridium sp. KNHs216	Clostridium sp. W14A	Oscillibacter ruminantium	Oscillibacter valericigenes	Desulfitobacterium metallireducens	Caproiciproducens galactitolivorans	Caproiciproducens sp. NJN-50	Ruminococcaceae bacterium HV4-5-B5C	Clostridiales bacterium
K03430 2-aminoethylphosphonate-pyruvate transaminase [EC:2.6.1.37]	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0
K03431 phosphoglucosamine mutase [EC:5.4.2.10]	0	0	0	0	0	0	0	0	0	0	1	0	0	0	2	0	1	13	0	0	1	1921	0	0	0	0	0	0	0	0	10	7	0	0	0	0
K03436 DeoR family transcriptional regulator, fructose operon transcriptional repressor	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11	0	208	22	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0
K03437 RNA methyltransferase, TrmH family	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	30	13	0	0	2	345	0	0	0	0	0	0	0	0	7	10	0	4	0	0
K03438 16S rRNA (cytosine1402-N4)-methyltransferase [EC:2.1.1.199]	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	103	25	0	0	0	347	0	0	0	0	0	0	0	0	0	19	0	0	0	0
K03439 tRNA (guanine-N7-)-methyltransferase [EC:2.1.1.33]	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	26	6	0	0	0	302	0	0	0	0	0	0	0	0	0	11	0	3	0	0
K03442 small conductance mechanosensitive channel	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0
K03446 MFS transporter, DHA2 family, multidrug resistance protein	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	66	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
K03449 MFS transporter, CP family, cyanate transporter	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	62	0	0	0	0	0	0	0	0	0	0	0	0	10	0	0	0	0	0
K03451 betaine/carnitine transporter, BCCT family	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
K03453 bile acid:Na+ symporter, BASS family	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	129	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
K03455 monovalent cation:H+ antiporter-2, CPA2 family	20	0	0	0	0	0	0	0	0	0	12	0	0	0	0	0	392	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
K03457 nucleobase:cation symporter-1, NCS1 family	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12	0	0	0	83	0	0	0	0	0	0	0	0	0	0	0	0
K03458 nucleobase:cation symporter-2, NCS2 family	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	377	0	0	0	0	0
K03462 nicotinamide phosphoribosyltransferase [EC:2.4.2.12]	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	19	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
K03465 thymidylate synthase (FAD) [EC:2.1.1.148]	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	4	0	0
K03466 DNA segregation ATPase FtsK/SpoIIIE, S-DNA-T family	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	327	39	0	0	17	0	0	12	0	0	0	0	0	0	2	22	0	10	0	0
K03469 ribonuclease HI [EC:3.1.26.4]	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9	0	4	20	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
K03470 ribonuclease HII [EC:3.1.26.4]	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	89	36	0	0	0	0	0	0	0	0	0	0	0	0	7	9	0	2	0	0
K03471 ribonuclease HIII [EC:3.1.26.4]	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	298	34	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
K03475 PTS system, ascorbate-specific IIC component	0	0	0	0	0	0	0	0	0	0	0	0	0	0	31	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
K03476 L-ascorbate 6-phosphate lactonase [EC:3.1.1.-]	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
K03478 chitin disaccharide deacetylase [EC:3.5.1.105]	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	386	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
K03480 transcriptional antiterminator	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	61	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
K03481 RpiR family transcriptional regulator, glv operon transcriptional regulator	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
K03484 LacI family transcriptional regulator, sucrose operon repressor	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	511	73	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
K03486 GntR family transcriptional regulator, trehalose operon transcriptional repressor	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	227	16	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
K03488 beta-glucoside operon transcriptional antiterminator	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	36	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0
K03491 lichenan operon transcriptional antiterminator	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	82	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
K03492 GntR family transcriptional regulator	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	231	12	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
K03493 transcriptional antiterminator	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	132	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
K03495 tRNA uridine 5-carboxymethylaminomethyl modification enzyme	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	2	4	0	0	0	2	482	0	0	0	0	0	0	0	0	2	16	0	2	0	0
K03496 chromosome partitioning protein	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	8	0	0	0	0	0	0	0	0	0	0	0	0	11	3	0	16	0	0
K03497 ParB family transcriptional regulator, chromosome partitioning protein	0	0	0	0	0	0	0	0	0	0	0	0	0	0	26	0	165	30	0	0	0	813	1	0	1	0	0	0	0	0	225	7	0	60	0	0
K03498 trk system potassium uptake protein	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	42	0	0	0	1210	0	0	0	0	0	0	0	0	13	0	0	43	0	0
K03499 trk system potassium uptake protein	0	0	0	0	0	0	0	0	0	0	6	0	0	2	0	0	0	0	0	0	0	557	0	0	0	0	0	0	2	0	7	0	0	36	0	0
K03500 16S rRNA (cytosine967-C5)-methyltransferase [EC:2.1.1.176]	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	340	40	0	0	3	2590	0	0	0	0	0	0	0	0	5	11	0	6	0	0
K03501 16S rRNA (guanine527-N7)-methyltransferase [EC:2.1.1.170]	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	183	2	0	0	0	301	0	0	0	0	0	0	0	0	2	1	0	4	0	0
K03502 DNA polymerase V	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	294	22	0	0	0	0	0	0	0	0	0	0	0	0	117	0	0	0	0	0
K03517 quinolinate synthase [EC:2.5.1.72]	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1232	0	0	0	0	0	0	0	0	0	2	0	0	0	0
K03518 aerobic carbon-monoxide dehydrogenase small subunit [EC:1.2.5.3]	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	14	0	0	0	0
K03521 electron transfer flavoprotein beta subunit	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	46	118	774	0	13	12	0	0	0	0	0	2	72	0	6	0	0
K03522 electron transfer flavoprotein alpha subunit	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	23	1080	0	0	0	0	0	0	0	0	12	151	1	11	0	0
K03523 biotin transport system substrate-specific component	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8	0	274	25	0	1	0	1018	0	1	0	0	0	0	0	0	4	0	0	3	0	0
K03524 BirA family transcriptional regulator, biotin operon repressor / biotin---[acetyl-CoA-carboxylase] ligase [EC:6.3.4.15]	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	85	43	0	0	3	0	0	0	0	0	0	0	0	0	9	5	0	2	0	0
K03525 type III pantothenate kinase [EC:2.7.1.33]	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1161	0	0	0	0	0	0	0	0	0	2	0	6	0	0
K03526 (E)-4-hydroxy-3-methylbut-2-enyl-diphosphate synthase [EC:1.17.7.1 1.17.7.3]	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	707	0	0	1	0	0	0	0	0	2	8	0	6	0	0
K03527 4-hydroxy-3-methylbut-2-en-1-yl diphosphate reductase [EC:1.17.7.4]	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	5	0	0	0	0	0	19	9	0	6	0	0
K03529 chromosome segregation protein	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9	327	91	0	15	28	1146	0	1	0	0	0	0	0	0	12	36	0	5	0	0
K03530 DNA-binding protein HU-beta	0	0	0	0	0	0	0	0	0	0	0	0	0	0	48	0	0	0	0	0	0	30	0	0	0	0	0	0	0	0	0	3	0	0	0	0
K03531 cell division protein FtsZ	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	161	15	0	0	40	56	0	0	0	0	0	0	0	0	0	4	0	0	0	0
K03536 ribonuclease P protein component [EC:3.1.26.5]	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	37	0	0	0	0	0	0	0	9	0	0	0	0	0	2	0	0	0	0	0
K03543 membrane fusion protein, multidrug efflux system	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
K03544 ATP-dependent Clp protease ATP-binding subunit ClpX	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	24	3	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
K03545 trigger factor	17	0	0	0	0	0	0	0	0	0	7	0	0	0	14	0	75	3	0	0	0	863	0	0	0	0	0	0	0	0	5	56	0	1	0	0
K03546 DNA repair protein SbcC/Rad50	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	3	39	1338	0	0	0	0	0	0	0	0	0	16	0	6	0	0
K03547 DNA repair protein SbcD/Mre11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	28	0	308	33	0	0	3	354	0	0	0	0	0	0	0	0	6	29	0	3	0	0
K03549 KUP system potassium uptake protein	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	304	5	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
K03550 holliday junction DNA helicase RuvA [EC:3.6.4.12]	0	0	0	0	0	0	0	0	0	0	0	0	0	0	13	4	150	9	0	0	0	93	0	0	0	0	1	0	0	0	0	5	0	0	0	0
K03551 holliday junction DNA helicase RuvB [EC:3.6.4.12]	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	66	13	0	0	3	286	0	0	0	0	0	0	0	0	6	8	0	0	0	0
K03553 recombination protein RecA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	56	0	0	0	0	85	0	0	0	0	0	0	0	0	0	0	0	0	0	0
K03555 DNA mismatch repair protein MutS	3	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	23	71	0	0	10	1689	0	0	0	0	0	0	0	0	5	50	0	2	0	0
K03556 LuxR family transcriptional regulator, maltose regulon positive regulatory protein	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	145	363	0	0	149	0	0	0	0	0	0	1045	0	0	0	0	0
K03558 membrane protein required for colicin V production	15	0	0	0	0	0	0	0	0	0	12	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
K03562 biopolymer transport protein TolQ	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
K03563 carbon storage regulator	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	183	0	12	0	0	0	0	0	0	0	0	0	0	0	0
K03564 peroxiredoxin Q/BCP [EC:1.11.1.15]	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
K03565 regulatory protein	0	0	0	0	0	0	0	0	0	0	0	0	0	0	47	0	0	39	0	0	12	292	0	0	0	0	0	0	0	0	3	2	0	2	0	0
K03568 TldD protein	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	16	0	0	0	0
K03569 rod shape-determining protein MreB and related proteins	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	108	0	0	48	0	291	1	0	0	0	0	0	0	0	1	1	0	8	0	6
K03570 rod shape-determining protein MreC	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	115	1	0	0	0	915	0	0	1	0	0	0	0	0	1	24	0	4	0	0
K03571 rod shape-determining protein MreD	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	20	24	0	0	0	689	0	0	0	0	0	0	0	0	0	8	0	6	0	0
K03572 DNA mismatch repair protein MutL	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	323	42	0	0	4	1516	0	12	0	0	0	0	0	0	3	50	0	6	0	0
K03574 8-oxo-dGTP diphosphatase [EC:3.6.1.55]	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10	0	262	21	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0
K03575 A/G-specific adenine glycosylase [EC:3.2.2.31]	0	0	0	0	0	0	12	0	0	0	0	0	0	0	0	1	161	31	0	0	0	0	0	0	0	0	0	0	0	0	6	10	0	5	0	0
K03581 exodeoxyribonuclease V alpha subunit [EC:3.1.11.5]	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	32	54	0	0	0	19	0	0	0	0	0	0	0	0	4	0	0	16	1	0
K03584 DNA repair protein RecO (recombination protein O)	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	92	1	0	0	0	641	0	0	0	0	0	0	0	0	10	10	0	1	0	0
K03585 membrane fusion protein, multidrug efflux system	0	0	0	0	0	0	0	0	0	0	66	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
K03587 cell division protein FtsI (penicillin-binding protein 3) [EC:3.4.16.4]	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
K03588 cell division protein FtsW	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	32	29	0	0	2	327	0	0	0	0	0	0	0	0	1	8	0	2	0	0
K03589 cell division protein FtsQ	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	23	43	0	0	0	1037	0	0	0	0	0	0	0	0	8	26	0	0	0	0
K03590 cell division protein FtsA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	34	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
K03592 PmbA protein	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	21	0	0	0	0
K03595 GTPase	1	0	0	0	0	0	0	0	0	0	16	0	0	0	16	0	1	1	0	0	0	657	1	0	2	0	0	0	0	0	2	16	0	3	0	0
K03596 GTP-binding protein LepA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	50	3	0	0	0	0	0	0	1	0	0	0	0	0	2	4	0	0	0	0
K03601 exodeoxyribonuclease VII large subunit [EC:3.1.11.6]	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	110	12	0	0	0	950	0	0	0	0	0	0	0	0	4	7	0	1	0	0
K03602 exodeoxyribonuclease VII small subunit [EC:3.1.11.6]	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	8	8	0	0	0	140	0	0	0	0	0	0	0	0	0	8	0	1	0	0
K03605 hydrogenase maturation protease [EC:3.4.23.-]	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8	0	0	0	0	0	0	0	0	0	120	0	0	0	0	0
K03606 putative colanic acid biosysnthesis UDP-glucose lipid carrier transferase	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
K03608 cell division topological specificity factor	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	8	0	0	0	0	0	0	0	0	0	0	0	0	0
K03609 septum site-determining protein MinD	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	24	0	0	0	0	401	0	1	0	0	0	0	0	0	0	0	0	3	0	0
K03610 septum site-determining protein MinC	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	1	185	0	0	0	0	334	0	0	2	0	0	0	0	0	0	3	0	0	0	0
K03612 Na+-translocating ferredoxin:NAD+ oxidoreductase subunit G	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	8	0	0
K03613 Na+-translocating ferredoxin:NAD+ oxidoreductase subunit E	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	121	0	475	0	0	0	0	0	0	0	0	0	8	0	7	0	0
K03614 Na+-translocating ferredoxin:NAD+ oxidoreductase subunit D [EC:7.2.1.2]	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	741	0	0	0	0	0	0	0	0	3	14	0	18	0	0
K03615 Na+-translocating ferredoxin:NAD+ oxidoreductase subunit C [EC:7.2.1.2]	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	0	12	0	0
K03616 Na+-translocating ferredoxin:NAD+ oxidoreductase subunit B [EC:7.2.1.2]	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1110	0	0	0	0	0	0	0	0	3	12	0	4	0	0
K03617 Na+-translocating ferredoxin:NAD+ oxidoreductase subunit A	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	34	0	256	0	0	7	0	0	0	1	0	0	2	0	5	0	0
K03621 phosphate acyltransferase [EC:2.3.1.274]	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	131	32	0	0	0	557	1	0	0	0	0	0	0	0	1	5	0	5	0	0
K03623 ribonuclease inhibitor	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	29	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
K03624 transcription elongation factor GreA	0	0	0	0	0	0	0	0	0	0	6	0	0	0	8	0	30	2	0	1	0	209	0	0	0	0	0	0	0	0	1	5	0	0	0	0
K03625 transcription antitermination protein NusB	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	65	4	0	0	0	65	0	0	0	0	0	0	0	0	0	12	0	0	0	0
K03628 transcription termination factor Rho	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9	0	0	0	0	0	0	0	0	0	0	0
K03629 DNA replication and repair protein RecF	0	0	0	0	0	0	0	0	0	0	0	0	0	0	28	4	149	1	0	1	0	0	0	0	0	0	0	0	0	0	1	19	0	11	0	0
K03630 DNA repair protein RadC	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	5	0	0	0	741	0	0	0	0	0	0	0	0	0	4	0	0	0	0
K03631 DNA repair protein RecN (Recombination protein N)	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	236	5	0	0	7	1011	0	0	0	0	0	0	0	0	1	9	0	18	0	0
K03637 cyclic pyranopterin monophosphate synthase [EC:4.6.1.17]	0	0	0	0	0	0	0	0	0	0	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	17	0	0	0	0
K03639 GTP 3',8-cyclase [EC:4.1.99.22]	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	22	0	0	0	0
K03642 rare lipoprotein A	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
K03644 lipoyl synthase [EC:2.8.1.8]	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	68	0	0	0	0	0	0	0	0	0	0	0	0
K03647 protein involved in ribonucleotide reduction	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	145	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
K03648 uracil-DNA glycosylase [EC:3.2.2.27]	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	100	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
K03650 tRNA modification GTPase [EC:3.6.-.-]	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	2	24	0	0	0	1	0	0	0	0	0	0	0	0	0	2	10	0	5	0	0
K03652 DNA-3-methyladenine glycosylase [EC:3.2.2.21]	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	31	0	0	0	2	104	0	0	0	0	0	0	0	0	11	0	0	0	0	0
K03654 ATP-dependent DNA helicase RecQ [EC:3.6.4.12]	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	399	5	0	0	0	0	0	0	0	0	0	0	0	0	0	14	0	0	0	0
K03655 ATP-dependent DNA helicase RecG [EC:3.6.4.12]	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	142	28	0	0	0	444	0	0	0	0	0	0	0	0	9	15	0	7	0	0
K03657 DNA helicase II / ATP-dependent DNA helicase PcrA [EC:3.6.4.12]	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	435	50	0	4	11	5212	0	59	1	0	0	0	0	0	2	17	0	8	0	0
K03660 N-glycosylase/DNA lyase [EC:3.2.2.- 4.2.99.18]	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	320	0	0	22	0	0	0	0	0	2	0	0	4	0	0
K03664 SsrA-binding protein	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	3	8	0	9	0	86	0	0	2	0	0	0	0	0	2	0	0	1	0	0
K03665 GTPase	14	0	0	0	0	0	0	0	0	0	1	0	0	0	3	0	221	3	0	18	17	0	0	5	0	0	0	0	0	0	3	15	0	8	0	0
K03666 host factor-I protein	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11	0	182	0	0	0	0	0	0	0	0	2	0	0	0	0	0
K03667 ATP-dependent HslUV protease ATP-binding subunit HslU	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	59	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0
K03671 thioredoxin 1	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	211	4	0	65	0	436	0	0	4	0	0	0	0	0	2	0	0	1	0	0
K03685 ribonuclease III [EC:3.1.26.3]	0	0	0	0	0	0	1	0	0	0	2	0	0	0	0	0	0	5	0	0	0	641	0	5	0	0	0	0	0	0	0	3	0	3	0	0
K03686 molecular chaperone DnaJ	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	9	3	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	1	0	0
K03687 molecular chaperone GrpE	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	63	10	0	0	1	0	0	0	0	0	0	0	0	0	8	1	0	1	0	0
K03688 ubiquinone biosynthesis protein	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	904	0	0	0	0	0	0	0	0	0	13	0	0	0	0
K03693 penicillin-binding protein 1B	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	27	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
K03694 ATP-dependent Clp protease ATP-binding subunit ClpA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1742	0	0	0	0	0	0	0	0	0	0	0	0	0	0
K03695 ATP-dependent Clp protease ATP-binding subunit ClpB	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	258	0	0	0	0	861	0	0	0	0	0	0	0	0	0	2	0	13	0	0
K03696 ATP-dependent Clp protease ATP-binding subunit ClpC	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	236	24	0	0	2	0	0	0	0	0	0	0	0	0	5	12	0	0	0	0
K03697 ATP-dependent Clp protease ATP-binding subunit ClpE	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	293	19	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
K03698 3'-5' exoribonuclease [EC:3.1.-.-]	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	139	12	0	0	0	3704	0	0	0	0	0	0	0	0	5	22	0	0	0	0
K03699 putative hemolysin	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	216	0	0	2	0	1102	0	0	0	0	0	0	0	0	0	0	0	0	0	0
K03700 recombination protein U	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9	7	0	18	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
K03701 excinuclease ABC subunit A	1	0	0	0	0	0	14	0	0	0	21	0	0	0	30	1	90	36	0	0	32	1391	0	13	0	0	0	0	0	0	3	8	0	14	0	0
K03702 excinuclease ABC subunit B	0	0	0	0	0	0	0	0	0	0	1	0	0	0	9	5	0	4	0	1	0	566	0	0	0	0	0	0	0	0	5	13	0	0	0	0
K03703 excinuclease ABC subunit C	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	24	0	1	0	0	0	3	7	0	0	0	0	0	1	18	0	18	2	0
K03704 cold shock protein	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	58	4	0	5	0	83	0	1	1	0	0	0	0	0	0	0	0	3	0	0
